Topic,DetailedWords
1,"기업, 도시, 스마트, 기술, 서울"
2,"야간, 광장, 서울, 분수, 기자"
3,"셀트리온, 합병, 대통령, 정치인, 우베"
4,"지상파, 방송, 업계, 케이블, 서비스"
5,"방송, 언론, 대통령, 장악, 방통위"
6,"스님, 서한, 불교, 울산, 위원"
7,"파업, 노조, 삼성, 조합원, 근로"
8,"의료, 병원, 노동, 노조, 조정"
9,"불법, 사이트, 대응, 유통, 카카오"
10,"행사, 행진, 시가, 선수, 국민"
11,"기술, 데이터, 처리, 기반, 솔루션"
12,"이스라엘, 하마스, 로켓, 텔아비브, 공격"
13,"캐릭터, 부산, 학생, 바다, 외대"
14,"대비, 상승, 전월, 물가, 미국"
15,"트럼프, 대통령, 머스크, 대담, 미국"
16,"노르, 변비, 유튜브, 사업, 기록"
17,"염소, 북한, 지방, 기부, 디스플레이"
18,"광복회, 광복절, 관장, 정부, 단체"
19,"둘레길, 구간, 한라산, 오름, 행사"
20,"피아노, 피아니스트, 검독수리, 페스티벌, 클래식"
21,"파업, 배달, 노조, 삼성, 대죄"
22,"에어인천, 사업, 중국, 글로비스, 항공"
23,"스타벅스, 시장, 주가, 전력, 매출"
24,"센터, 스타트업, 고객, 플로우, 비용"
25,"원내대표, 민주당, 법안, 특검법, 논의"
26,"러시아, 북한, 김정식, 부부, 보험"
27,"아시아, 버프툰, 혐의, 경찰, 심사"
28,"매출, 차량, 카셰어링, 올해, 확대"
29,"오전, 선수, 과학, 발인, 별세"
30,"웹툰, 한국, 글로벌, 산업, 서비스"
31,"매출, 스퀘어, 상반기, 순이익, 대비"
32,"전시, 박재홍, 서울, 작품, 연주"
33,"지역, 재단, 부지, 이승만, 기념관"
34,"예매, 번호판, 사관, 승차권, 교사"
35,"전기차, 배터리, 화재, 공개, 조사"
36,"스님, 피부, 가르침, 부처님, 한국"
37,"장애인, 채용, 합격자, 증장, 애인"
38,"전형, 학생, 교육, 통해, 대학"
39,"청약, 피해, 노컷뉴스, 마리, 질환"
40,"러시아, 우크라이나, 쿠르스크, 공격, 지역"
41,"사업, 매출, 모빌리티, 증가, 바이오"
42,"매출, 영업, 기록, 대비, 상반기"
43,"디지털, 서비스, 디자인, 인도네시아, 문화"
44,"대표, 협의, 회생, 위메프, 티몬"
45,"김대중, 대통령, 회고록, 도서관, 사진"
46,"이란, 미국, 무상급식, 학생, 보편"
47,"신고, 침해사고, 조치, 이행, 내용"
48,"중국, 화웨이, 미국, 엔비디아, 반도체"
49,"스타벅스, 서울, 요리, 기자, 오후"
50,"접종, 백신, 보증, 확대, 치료"
51,"게임, 개발, 오션, 드라이브, 스튜디오"
52,"정보, 반도체, 데이터, 장비, 활용"
53,"지폐, 파운드, 영국, 요양보호사, 기관"
54,"주가, 공중, 사령부, 종목, 지상"
55,"교회, 복음, 성령, 사람, 거짓말"
56,"후보자, 국회, 보고서, 청문, 대통령"
57,"아마존, 기능, 베드, 성형, 제공"
58,"대통령, 영국, 독일, 이란, 전쟁"
59,"중소기업, 항공, 신라대, 유예, 기간"
60,"개발, 이천, 부발역, 언어, 지난"
61,"후보, 대표, 서울, 민주당, 토론회"
62,"사정, 전립선암, 남성, 온라인, 꾸레쥬"
63,"제보, 작품, 이메일, 회장, 검색"
64,"호선, 뉴질랜드, 배송, 경찰, 택배"
65,"치료, 환자, 국산, 엔진, 예방"
66,"통신, 대통령, 미국, 기록, 번호"
67,"센터, 데이터, 환경, 지역, 건축"
68,"상승, 지수, 가격, 물가, 거래"
69,"출판, 유산, 불교, 서비스, 광고"
70,"언론, 기자, 프레, 협회, 한국"
71,"폭염, 기온, 최고, 서울, 기록"
72,"복권, 지사, 정부, 사면, 대통령"
73,"의료, 코로나, 병원, 환자, 행위"
74,"산업, 기술, 개발, 한국, 사업"
75,"사업, 기술, 루닛, 밀리, 후손"
76,"안전, 사고, 외국인, 사업, 대책"
77,"화성, 구진, 과세, 보험, 저축"
78,"축제, 토마토, 평화, 위안부, 근로자"
79,"제주, 호텔, 부산, 웰니스, 관광"
80,"글렌드로낙, 위스키, 대통령, 방통위, 생산"
81,"일본, 장관, 강제, 사도, 광산"
82,"단백질, 반려동물, 음료, 공정, 수여"
83,"청소년, 시위, 총리, 방글라데시, 장관"
84,"시인, 코로나, 시집, 코오롱, 마스크"
85,"카카오, 페이, 알리페, 고객, 정보"
86,"취득세, 교회, 주택, 개정안, 확대"
87,"한미, 대표, 주주, 그룹, 투자"
88,"양육비, 네이버, 이행, 제재, 주제"
89,"보험, 사기, 브랜드, 디자인, 특별법"
90,"대북, 전단, 풍선, 안전, 항공"
91,"대표, 주장, 신고, 성희롱, 어도"
92,"이스라엘, 스포, 티비, 프라임, 녹조"
93,"학생, 대학, 전형, 지원, 인재"
94,"은행, 외국인, 대출, 농협, 금리"
95,"의료, 진료, 비급, 정부, 보험"
96,"주택, 지역, 계획, 지구, 사업"
97,"회장, 대통령실, 건국절, 입장, 대통령"
98,"지진, 일본, 대지진, 카이, 발생"
99,"원장, 부위, 관광, 권익위, 대한"
100,"금융, 보안, 규제, 활용, 분리"
