Topic,Words
1,"정소영, 수해, 복구, 청년, 사회"
2,"혐의, 재판, 폭행, 조사, 경찰"
3,"땅콩, 버터, 혈당, 음식, 지역"
4,"응급실, 의료, 정부, 병원, 추석"
5,"페이크, 법안, 착취, 제작, 규제"
6,"지역, 여우, 부산, 야생, 금융"
7,"선물, 세트, 국내, 항공, 항공사"
8,"취업, 중앙회, 심사, 대상, 서울"
9,"대통령, 국회, 개원, 불참, 대통령실"
10,"학교, 국제, 공모, 영종, 인천"
11,"카르보나라, 이탈리아, 대회, 직원, 통조림"
12,"저축은행, 유플러스, 비율, 콘텐츠, 기준"
13,"사업, 메이트, 스피드, 대회, 태권도"
14,"파리, 패럴림픽, 장애인, 배드민턴, 경기"
15,"점검, 스타, 무상, 일본, 전압"
16,"고객, 담배, 롯데, 면세점, 겐조"
17,"드론, 모스크바, 기기, 애플, 시장"
18,"롯데, 마트, 매장, 상품, 고객"
19,"견우, 직녀, 사람, 인터뷰, 통장"
20,"일본, 추도, 조선인, 도쿄, 희생"
21,"대회, 개최, 행사, 협력, 기후"
22,"서울, 운영, 뷰티, 엔비디아, 매출"
23,"대출, 주택, 은행, 담대, 증가"
24,"배출, 목표, 탄소, 감축, 안전"
25,"티켓, 오아시스, 예매, 사비, 재건축"
26,"위반, 신고, 육아휴직, 제도, 직장"
27,"한국, 기업인, 교육감, 아울렛, 협회"
28,"엑스, 브라질, 대법관, 청소년, 라이스"
29,"우크라이나, 러시아, 공격, 미국, 대통령"
30,"베트남, 스마트, 제조, 기업, 혁신"
31,"공연, 축제, 문화, 무대, 게임"
32,"네이버, 오피스, 클립, 말라리아, 서울"
33,"교회, 목사, 선교, 선교사, 치료"
34,"주파수, 대역, 할당, 공급, 검토"
35,"교육, 환경, 사진, 기자, 체험"
36,"투자, 기업, 미국, 시장, 바이오"
37,"윤리, 기술, 기사, 카카오, 한겨레"
38,"얼굴, 사람, 기술, 페이크, 니체"
39,"채소, 식중독, 서울, 재배, 생식기"
40,"사이버, 안보, 국가, 계획, 기본"
41,"정산, 소비자, 상품, 판매, 세월호"
42,"제목, 가상, 화폐, 북한, 조직"
43,"가죽, 증권, 실적, 금융, 주가"
44,"추석, 위안화, 기자, 응급실, 기간"
45,"체불, 임금, 청산, 장관, 양성평등"
46,"교과서, 역사, 한국, 학력평가, 검정"
47,"삼성, 스마트, 커피, 공장, 온라인"
48,"사랑, 기도, 이미지, 방향, 화재"
49,"저축은행, 당국, 인수, 조치, 금융"
50,"수사, 사망, 부대, 생활, 징계"
51,"빈집, 지원, 전기요금, 내시경, 선고"
52,"지수, 인도네시아, 데이터, 상승, 평균"
53,"게임, 수출, 시장, 중국, 증가"
54,"네이버, 지도, 서비스, 트립, 아마존"
55,"탄소, 중립, 국립공원, 논문, 사업"
56,"진성, 파편, 지구, 혁신, 서울"
57,"대표, 회담, 국민, 민주당, 국회"
58,"백신, 면역, 세포, 지질, 초기"
59,"인텔, 파운드리, 사업, 반도체, 기술"
60,"토마토, 교육, 켈리, 성경, 암송"
61,"기온, 폭염, 남부, 강원, 서울"
62,"네이버, 다이아몬드, 증명서, 통풍, 창고"
63,"정부, 브리핑, 응급실, 의료, 현황"
64,"홍보, 제도, 소상, 공인, 연합"
65,"산업, 미래, 예산, 자동차, 지원"
66,"르노, 혜택, 코리아, 신차, 수술"
67,"지급, 게임, 부담, 본인, 초과"
68,"독일, 정부, 가격, 출신, 난민"
69,"지급, 그룹, 사업, 현대차, 추석"
70,"야시장, 철학, 운영, 교수, 올해"
71,"샌드박스, 평가, 크리에이터, 가치, 건설"
72,"여가, 어르신, 사회, 노인, 재단"
73,"인질, 이스라엘, 하마스, 가자지구, 이스라엘군"
74,"박물관, 소리, 찾기, 항아리, 광고"
75,"브랜드, 마을, 공원, 웨어, 서울"
76,"부산, 열차, 발생, 연기, 도착"
77,"거래소, 가상, 자산, 코인, 마켓"
78,"북한, 일병, 휴가, 포상, 육군"
79,"우주, 섬유, 방사선, 개발, 중성자"
80,"학교, 고교, 과목, 학점, 교사"
81,"수석, 게임, 체인, 박물관, 서비스"
82,"김예지, 부모, 사격, 더블유, 사회"
83,"부동산, 판막, 대동맥, 증상, 중국"
84,"금투세, 혁신, 정당, 지원, 시행"
85,"회장, 의협, 의원, 투쟁, 집행"
86,"근육, 운동, 섭취, 단백질, 공개"
87,"본능, 음악, 가을, 신고, 출연"
88,"드론, 금값, 목욕, 북한, 하락"
89,"구매, 고객, 제공, 알뜰폰, 최대"
90,"중국, 기업, 전기차, 작가, 한국"
91,"애정, 오늘, 라면, 재물, 공주"
92,"출산, 의향, 결혼, 지원, 정부"
93,"매출, 관리, 문제, 기술, 해양"
94,"경찰, 사고, 조사, 아파트, 제주"
95,"가스, 바이오, 그룹, 모델링, 도시가스"
96,"공장, 운전자, 스팟, 사고, 운전"
97,"대통령, 대표, 수사, 정치, 검찰"
98,"트럼프, 대통령, 해리스, 대선, 부통령"
99,"총리, 방한, 정상, 일본, 대통령"
100,"기술, 데이터, 지능, 인공, 대표"
