Topic,Words
1,"해저, 바다사자, 서식지, 로봇, 중국"
2,"이스라엘, 이집트, 하마스, 협상, 휴전"
3,"질환, 마리, 폭염, 발생, 가장"
4,"방글라데시, 홍수, 인도, 폭우, 발생"
5,"가격, 거래, 오션, 파크, 태풍"
6,"양배추, 시리아, 벌레, 무장, 마키"
7,"개미귀신, 발견, 행동, 모래, 국방부"
8,"버스, 금융, 기술, 식중독, 정수기"
9,"제품, 제로, 출시, 식품, 기관지"
10,"해안, 기업, 사업, 독점, 침식"
11,"인도, 전차, 개발, 리츠, 마마"
12,"오크, 옵션, 손실, 숙성, 증류주"
13,"명품, 혁신, 매물, 호남, 민주당"
14,"냉매, 난민, 여성, 한국, 강주룡"
15,"발생, 흉기, 환자, 경찰, 독일"
16,"중국, 한중, 관계, 양국, 대통령"
17,"등기, 사업, 임차권, 주택, 도예"
18,"카카오, 열대야, 정산, 서울, 사태"
19,"드론, 배달, 중국, 고도, 면접"
20,"가족, 대회, 다문화, 배드민턴, 대표"
21,"의료, 대통령, 의원, 의대, 사태"
22,"통상, 업무, 일정, 대표, 원내대표"
23,"샤오미, 스마트폰, 시장, 한국, 프로"
24,"대출, 금리, 오이, 은행, 주택"
25,"동물, 호텔, 여행, 사진, 보라카이"
26,"미술관, 전시, 작품, 미술, 작가"
27,"투자, 주가, 시장, 관련, 코로나"
28,"중국, 게임, 필리핀, 순찰, 전투기"
29,"매트, 에어, 방송, 인조, 라이브"
30,"국민, 민주당, 심의, 문제, 절차"
31,"열대야, 내일, 최고, 아르떼, 서울"
32,"탄소, 증가, 인구, 사업, 출생"
33,"와인, 포도, 스위스, 축제, 수분"
34,"노화, 식사, 다이아몬드, 체험, 관계자"
35,"피해, 발언, 학교, 학생, 포도"
36,"과일, 판매, 케이크, 미국, 제품"
37,"보스, 전투, 게임, 사막, 액션"
38,"대법원, 국회, 민생, 비명, 부장"
39,"학교, 변비, 배달, 사용, 씨앗"
40,"크루, 오전, 별세, 발인, 요리"
41,"인텔, 지역, 교육, 대표, 인재"
42,"비핵화, 미국, 북한, 입술, 한반도"
43,"최종, 은사, 광주, 병원, 육조"
44,"피자, 공급, 서오릉, 광주, 제보"
45,"윤찬, 믿음, 예수님, 아버지, 고추"
46,"화재, 발생, 조사, 호텔, 경찰"
47,"게임, 고시원, 한국, 인생, 작가"
48,"교사, 미국, 차베스, 의친왕, 한국"
49,"개발, 프로, 이노베이션, 기술, 데이터"
50,"미국, 위협, 북한, 지침, 핵무기"
51,"부산, 아파트, 교육, 대학, 분야"
52,"사고, 팔도, 생선, 차량, 구이"
53,"분양, 가구, 청약, 주택, 아파트"
54,"영상, 지역, 기온, 콘텐츠, 예상"
55,"전복, 뇌졸중, 흡연, 지원, 직원"
56,"오염수, 일본, 방류, 후쿠시마, 방사"
57,"후보자, 대한민국, 대통령, 탄핵, 발언"
58,"미국, 원전, 웨스팅하우스, 정부, 수출"
59,"협회, 로봇, 배드민턴, 임원, 지원"
60,"구역, 사업, 금호, 재개발, 조합"
61,"한화, 민주당, 국민, 방류, 괴담"
62,"애플, 아이폰, 모델, 신제품, 프로"
63,"다문화, 소뮈르, 와인, 루아르, 부베"
64,"푸제, 수면, 프랑스, 일본, 소뮈르"
65,"인하, 금리, 파월, 의장, 중앙은행"
66,"기후, 토큰, 수면, 환경, 통해"
67,"기도, 교회, 액티언, 아이스크림, 회개"
68,"회담, 회랑, 관리, 소각, 미국"
69,"복용, 항불안제, 항우울제, 행사, 민간"
70,"유한킴벌리, 제공, 환경, 캠페인, 기후"
71,"중국, 일본, 유자, 오염수, 와디"
72,"안세영, 선수, 한국, 배드민턴, 올림픽"
73,"원전, 미국, 웨스팅하우스, 체코, 정부"
74,"트럼프, 대통령, 케네디, 해리스, 후보"
75,"게임, 게임스컴, 부스, 한국, 단식"
76,"베트남, 투자, 시장, 삼성, 재건축"
77,"서울, 병원, 의료, 본부, 윤석열"
78,"증가, 서울, 감소, 연속, 동향"
79,"화재, 전기차, 충전, 주차장, 예방"
80,"지수, 파월, 의장, 상승, 거래"
81,"나토, 게임, 엔씨소프트, 백서, 지역"
82,"러시아군, 로우스, 포크, 주민, 대피"
83,"발리, 스키, 켐핀, 제공, 오늘"
84,"자본, 주의, 산사태, 텔레, 그램"
85,"의료, 노조, 보건, 파업, 병원"
86,"반도체, 시장, 중국, 기술, 사업"
87,"가격, 캐스퍼, 주유소, 가장, 하락"
88,"당첨, 당첨번호, 번호, 복권, 로또"
89,"체코, 회장, 그룹, 사절단, 방문"
90,"호텔, 신고, 접수, 오페라, 대피"
91,"우크라이나, 러시아, 미국, 쿠르스크, 중국"
92,"가스, 음식, 중고, 거래, 최근"
93,"안전, 볼보, 전기차, 스타, 테스트"
94,"산사태, 당국, 정식, 푸껫, 메뉴"
95,"요한, 시모노세키, 주님, 세례, 사명"
96,"금융, 은행, 대출, 점검, 제재"
97,"조사, 데이터, 지연, 센터, 바디"
98,"아파트, 가격, 담배, 신종, 관광"
99,"러시아, 우크라이나, 대통령, 수술, 렌스"
100,"컴퓨터, 석유, 시추, 탐사, 미국"
