Topic,Words
1,"렌즈, 프로, 규제, 전기차, 사업"
2,"교회, 한국, 빌딩, 목사, 기독교"
3,"기업, 전시회, 엣지, 분야, 기술"
4,"자율, 내용, 주행, 시스템, 국내"
5,"한겨레, 논란, 남자친구, 지역, 조정"
6,"네이버, 답변, 세대, 카페, 채용"
7,"반려동물, 동반, 출입, 이미지, 보고서"
8,"카지노, 강원랜드, 대통령실, 출입, 오늘"
9,"노선, 고객, 버스, 광역버스, 생활"
10,"기업, 우주, 지재권, 정부, 갈등"
11,"애플, 찾기, 서비스, 위치, 국내"
12,"노동, 상승, 아파트, 한국, 아동"
13,"공주, 일본, 기술, 그리스, 원자력"
14,"플라스틱, 일회용, 용기, 노트, 노출"
15,"우주, 수소, 청장, 개발, 항공"
16,"골프장, 코스, 브랜드, 미국, 한국"
17,"교육, 학생, 직업, 센터, 학교"
18,"모드, 데카, 모습, 제품, 시스템"
19,"선거, 법원, 회장, 목사, 후보"
20,"중국, 은행, 혐의, 아리, 경찰"
21,"추석, 시장, 지원, 행사, 할인"
22,"소화기, 에너지, 최대, 시집, 증후군"
23,"수산물, 사업, 수협, 상품, 소비"
24,"인터넷, 접속, 무선, 조사, 통신"
25,"기후, 학교, 원전, 학생, 수업"
26,"데킬라, 매출, 포르쉐, 국내, 타이"
27,"게임, 연금, 센터, 관리, 자산"
28,"일본, 명부, 정부, 승선, 우키시마호"
29,"데이터, 보안, 의료, 파수, 정부"
30,"역사, 쯔양, 뉴욕, 카라큘, 공연"
31,"국회, 국민, 민주당, 법안, 의원"
32,"페이크, 플랫폼, 규제, 교수, 성범죄"
33,"일본, 호주, 헌혈, 아리, 장관"
34,"해설, 영상, 코스, 현장, 투어"
35,"투자, 파마, 리서치, 글로벌, 협력"
36,"환자, 치매, 치료, 관리, 질환"
37,"작품, 미술관, 작가, 축제, 예술"
38,"기온, 내일, 열대야, 오늘, 전국"
39,"러시아, 우크라이나, 불법, 스팸, 통해"
40,"연금, 개혁, 정부, 총기, 화보"
41,"전기차, 중국, 시장, 자동차, 판매"
42,"의대, 대표, 의료, 증원, 정부"
43,"전공, 대표, 정부, 의료, 조사"
44,"배드민턴, 운동, 적자, 누적, 기금"
45,"채용, 직원, 인재, 기업, 일자리"
46,"수협, 은행, 부행, 차기, 후보"
47,"디지털, 교육, 센터, 상공, 카카오"
48,"삼성, 갤럭시, 입찰, 유찰, 건설"
49,"중국, 기아, 싱글, 태국, 법인"
50,"장관, 방첩, 계엄, 국방부, 의원"
51,"이스라엘군, 교수, 지도, 네이버, 서안"
52,"대출, 주택, 은행, 규제, 가계"
53,"부산, 부산시, 환경, 기후, 기아"
54,"고용, 증가, 시장, 미국, 민간"
55,"금융, 위험, 관리, 운영, 회사"
56,"노무사, 복지, 노동자, 반도체, 회복"
57,"관광, 한국, 음식, 게임, 지역"
58,"실장, 홍보, 한국, 상무, 부장"
59,"기술, 기업, 솔루션, 데이터, 사업"
60,"아이폰, 경기도, 생활임금, 애플, 거래"
61,"뮌헨, 이스라엘, 경찰, 영사관, 사건"
62,"인질, 하마스, 가족, 이스라엘, 파주"
63,"중국, 안전, 아프리카, 협력, 보건"
64,"인수, 상어, 제안, 나무, 쇼핑"
65,"항공기, 에어버스, 인사, 대한항공, 다혜씨"
66,"수익률, 국채, 한국, 백신, 하락"
67,"세트, 선물, 추석, 건강, 시장"
68,"교황, 인도네시아, 종교, 모스크, 미사"
69,"국민, 의원, 의혹, 개입, 민주당"
70,"투석, 넥슨, 드론, 배송, 위기"
71,"병원, 응급실, 의료, 군의관, 진료"
72,"대통령, 미국, 푸틴, 해리스, 대선"
73,"스타, 지수, 보고서, 방안, 한국"
74,"플랫폼, 자율, 방안, 규제, 입점"
75,"디자인, 오토데스크, 회관, 폐렴, 문화"
76,"광주, 국가, 협력, 대통령, 미래"
77,"개관, 뉴스, 주가, 광주, 관람객"
78,"이름, 러시아, 미국, 지역, 정부"
79,"애니팡, 국회, 모빌리티, 후보자, 산업"
80,"여성, 디스플레이, 포인트, 사고, 방향"
81,"니엄, 청년, 포인트, 엔드, 지방"
82,"교육, 미얀마, 운영, 와인, 아영"
83,"삼성, 제품, 스마트, 가전, 베를린"
84,"이스라엘, 네타냐후, 회랑, 필라, 델피"
85,"사회, 서비스, 지역, 협력, 정책"
86,"공항, 제주, 총회, 반대, 경제"
87,"사업, 계획, 공항, 추진, 교육"
88,"배터리, 키트, 뉴스, 화재, 운반"
89,"총리, 장관, 대통령, 프랑스, 임명"
90,"풍선, 북한, 쓰레기, 살포, 낙하"
91,"의원, 호텔, 위원회, 선임, 정수기"
92,"개인정보, 연금, 지원, 개혁, 보험료"
93,"정부, 민주당, 정책, 예산, 경기도"
94,"서비스, 페이크, 사회, 위해, 리조트"
95,"당뇨병, 질환, 혈관, 위험, 진단"
96,"현대차, 판매, 기아, 중국, 판매량"
97,"지수, 지역, 거래, 블랙, 부산"
98,"태풍, 비타민, 김민석, 세력, 진행자"
99,"실업, 수당, 감소, 미국, 신청"
100,"비만, 시세, 보험, 태국, 제한"
