Topic,DetailedWords
1,"카카오, 백서, 총선, 페이, 국민"
2,"운행, 코레일, 노선, 시작, 개통"
3,"자금, 우주, 항공, 비밀, 공군"
4,"코로나, 환자, 치료, 유행, 질병"
5,"매출, 증가, 대비, 영업, 이익"
6,"브랜드, 패션, 국내, 사업, 행사"
7,"매출, 사업, 영업, 상반기, 대비"
8,"북한, 관광, 삼지연, 고려, 개발"
9,"지역, 사업, 창업, 혁신, 교육"
10,"축제, 소리, 공연, 세계, 통계"
11,"커피, 고객, 총장, 대표, 울산"
12,"건설, 해리스, 건설업, 고용, 일자리"
13,"교회, 대회, 전국, 어린이, 사랑"
14,"할인, 휴대폰, 분쟁, 피해, 경우"
15,"광복회, 정부, 의원, 뉴라이트, 개혁"
16,"팝업, 체중, 여성, 스토어, 웹툰"
17,"나무, 인도, 한인, 올림픽, 가상"
18,"과장, 국장, 용서, 재정, 대변인"
19,"증권, 투자, 한국, 바이오, 상반기"
20,"일본군, 위안부, 피해자, 서울, 일본"
21,"개통, 서비스, 분쟁, 사례, 통신"
22,"배터리, 전기차, 공개, 조사, 정보"
23,"총리, 일본, 자민당, 총재, 선거"
24,"게임, 해외, 삼양식품, 미국, 영업"
25,"한국, 청소년, 베트남, 배추, 경복궁"
26,"혐의, 쯔양, 검찰, 변호사, 공갈"
27,"작가, 양형, 도호, 코오롱스포츠, 지사"
28,"벤츠, 주민, 코리아, 소리, 공연"
29,"주택, 정비, 신도시, 계획, 가구"
30,"중국, 화웨이, 일본, 미국, 제품"
31,"교회, 디스플레이, 목사, 관계, 한국"
32,"사용, 태블릿, 증가, 분노, 시인"
33,"녹조, 건설, 환경부, 낙동강, 금강"
34,"생각, 공유, 성명, 노조, 퍼포먼스"
35,"달걀, 채용, 원티드, 기업, 동물복지"
36,"기사, 조선일보, 뉴스, 포털, 위안"
37,"열대야, 기온, 폭염, 전국, 소나기"
38,"카카오, 대표, 국민, 공약, 민주당"
39,"넥슨, 증식, 녹조, 이용자, 오피스"
40,"재물, 수도, 하루, 라면, 서울"
41,"데이터, 기술, 센터, 정보보호, 개인"
42,"정책, 원장, 간담, 의료기기, 계획"
43,"제작, 대표, 이승만, 대통령, 작품"
44,"레바논, 의료, 골반, 성형, 양배추"
45,"전기차, 배터리, 안전, 개발, 조사"
46,"경찰청, 부장, 민주당, 경찰청장, 국민"
47,"대표, 텔레콤, 유플러스, 통신, 유영상"
48,"차량, 화재, 아파트, 발생, 소방"
49,"기업, 서울, 한국, 보안, 종로구"
50,"세대, 선생, 독립유공자, 쿠바, 텍스트"
51,"금융, 은행, 지주, 이용자, 주주"
52,"한전, 노동자, 소송, 노조, 직원"
53,"무라사키, 겐지, 모노가타리, 여성, 소설"
54,"식품, 한국, 병원, 제품, 의료"
55,"엔씨, 특별, 장기, 부사, 인센티브"
56,"시프트, 게임, 블레이드, 스텔라, 니케"
57,"스타벅스, 주가, 니콜, 치폴레, 실업"
58,"중국, 필리핀, 이강인, 업체, 항공기"
59,"기업, 질환, 오염, 식도역류, 스마트"
60,"개발, 제주, 관광, 롯데, 매출"
61,"광복절, 경축, 참석, 국민, 정부"
62,"탈장, 통해, 항공, 아시아나, 켈리"
63,"카카오, 사칭, 시그널, 브랜드, 스토어"
64,"러시아, 우크라이나, 쿠르스크, 공격, 주장"
65,"서울, 경찰, 슈가, 장관, 회장"
66,"인플레, 기록, 표시, 종합, 원산지"
67,"문화, 회관, 어린이집, 예술, 영국"
68,"바이오, 처분, 직스, 회계, 처리"
69,"대동, 시장, 매출, 사업, 북미"
70,"보수, 상반기, 급여, 회장, 그룹"
71,"의대, 교수, 교육, 증원, 의학"
72,"서울, 경찰청장, 경찰청, 진찰, 창원"
73,"제품, 생산, 매출, 치료, 시장"
74,"경기도, 교육, 네이버, 채용, 모집"
75,"교육, 항공, 서울대, 스티커, 발전"
76,"보안, 분리, 보호, 금융, 태아"
77,"시장, 회사, 기업, 엔씨, 대표"
78,"금융, 자산, 거래소, 중국, 건물"
79,"기후, 기후변화, 식물, 갯벌, 생태"
80,"게임, 도구, 엔씨소프트, 천연물, 개발"
81,"이스라엘, 민주당, 경선, 후보, 항생제"
82,"여자, 대회, 북한, 선수, 국제"
83,"거래, 증권사, 미국, 작업, 블루"
84,"혁신, 교육, 대학, 스타벅스, 사업"
85,"구글, 스마트폰, 학교, 기능, 미나"
86,"표준, 농어촌, 주민, 피해, 발표"
87,"켈라, 노바, 마즈, 유형, 인수"
88,"물가, 상승, 미국, 대비, 승률"
89,"관련, 정보, 문서, 미군, 내용"
90,"한국, 기록, 기온, 열대야, 베트남"
91,"가방, 검찰, 여사, 제품, 고용"
92,"총리, 장관, 세타, 대통령실, 대통령"
93,"방송, 의원, 위원장, 선임, 이사"
94,"소액, 기관, 오션, 주주, 환자"
95,"이스라엘, 이란, 협상, 휴전, 하마스"
96,"쿠팡, 제일제당, 모델, 광고, 음악"
97,"운동, 대출, 도서, 분석, 관련"
98,"복원, 영상, 기술, 광복, 신분증"
99,"안보, 윤건영, 실장, 투자, 이야기"
100,"정부, 수련, 구글, 시장, 경쟁"
