Topic,DetailedWords
1,"가사, 북한, 책임, 파트너, 수해"
2,"미술, 문화, 행사, 미술관, 서울"
3,"교회, 시집, 독일, 대장암, 전도"
4,"공병, 장애인, 영화, 수입, 제품"
5,"풍선, 북한, 쓰레기, 갤럭시, 대남"
6,"이스라엘, 네타냐후, 총리, 인질, 하마스"
7,"케이블, 서비스, 방송, 지상파, 중단"
8,"석탄, 보호, 지재권, 세트, 위스키"
9,"내용, 방송, 한국, 노총, 지난"
10,"마세라티, 프로그램, 글로벌, 서울, 매크로"
11,"기업, 주식매수청구권, 게임, 엔씨, 분할"
12,"렌터카, 차량, 조사, 장기, 경기도"
13,"축제, 개발, 관광, 상품, 조명"
14,"평가, 모의, 수능, 출제, 수학"
15,"차관, 판단, 발언, 의사, 중증"
16,"녹조, 한국, 발생, 수자원공사, 정보"
17,"미국, 스틸, 서울, 인수, 대통령"
18,"항문, 아일랜드, 버진, 수산물, 관광객"
19,"쿠팡, 건보, 소비자, 포화지방, 증가"
20,"러시아, 중국, 대통령, 푸틴, 정상"
21,"튜닝, 교육, 협약, 기술, 한국"
22,"지원, 기업, 중소, 기술, 금융"
23,"쿠팡, 넷플릭스, 김예지, 토종, 플레이"
24,"혐의, 감사, 검찰, 징계, 항우연"
25,"소설, 사람, 작가, 한국, 체코"
26,"환자, 오늘, 라면, 재물, 가능성"
27,"수산물, 금융, 할인, 청소, 고객"
28,"채용, 지원, 진행, 운용, 취업"
29,"연금, 개혁, 정부, 소득, 보험료"
30,"사업, 청년, 면역, 해제, 컬처"
31,"석탄, 영국, 발전소, 코인, 비만"
32,"이스라엘, 사업, 헤즈볼라, 운동, 로켓"
33,"에너지, 한국, 기술, 디지털, 데이터"
34,"행사, 데일리안, 창간, 서울, 주년"
35,"서비스, 시티, 검색, 퍼플, 제공"
36,"트럼프, 자산, 대선, 중국, 비트코인"
37,"교육, 국민, 국회, 학교, 원내대표"
38,"지구, 불교, 사업, 아산, 탕정"
39,"작품, 서울, 갤러리, 프리즈, 작가"
40,"데이터, 월드, 홍채, 개인정보, 이용자"
41,"투자, 디자인, 동메달, 파리, 햄릿"
42,"의료, 대통령, 방문, 현장, 센터"
43,"의료, 병원, 응급실, 대통령, 응급의료"
44,"미국, 회장, 상원의원, 삼성, 치료"
45,"기술, 가치, 한국, 네트워크, 발전"
46,"추석, 홈쇼핑, 한예슬, 방송, 진행"
47,"부산, 렌즈, 직잭, 센터, 디자인"
48,"그룹, 한미, 기업, 회장, 협력"
49,"대출, 은행, 주택, 전세, 금융"
50,"청년, 공장, 최근, 인구, 종로"
51,"페이크, 광고, 엔비디아, 플랫폼, 대한"
52,"사업, 지원, 협약, 군수, 공사"
53,"외교부, 예산, 정상, 순방, 해외"
54,"카카오, 노조, 디자인, 눈물, 교섭"
55,"수면, 기술, 관광, 매트, 온도"
56,"산업, 센터, 지역, 보도, 광부"
57,"매출, 뷰티, 제품, 대학, 브랜드"
58,"노사, 합의, 한국, 잠정, 교섭"
59,"시험, 합격자, 공인, 합격, 응시"
60,"북한, 통일, 가격, 제품, 비타민"
61,"총리, 뉴질랜드, 럭슨, 화재, 정부"
62,"클럽메드, 교회, 진행, 제공, 발리"
63,"기부, 사업, 지역, 전국, 강원도"
64,"증권, 우리금융, 금융, 검사, 투자"
65,"기후, 탄소, 감축, 에너지, 목표"
66,"북부, 강원, 인천, 영서, 충청권"
67,"한길, 출판, 이야기, 파주, 회사"
68,"이사, 이사회, 이사장, 추천, 방통위"
69,"한미, 대표, 약품, 자녀, 경영"
70,"와인, 국내, 선물, 성형, 닥터"
71,"로스, 삼양사, 알룰, 스님, 공장"
72,"기업, 여신, 전공, 수익, 대표"
73,"할머니, 통해, 건물, 소방, 지붕"
74,"코어, 스냅드래곤, 퀄컴, 출시, 성능"
75,"상품, 제일제당, 이마트, 세트, 선물"
76,"관광, 한국, 럭셔리, 공사, 중국"
77,"투자, 경북, 포스코, 퓨처, 구체"
78,"페이크, 성범죄, 방송통신, 가뭄, 박람회"
79,"치료, 세포, 상담, 미국, 전장"
80,"추석, 여행, 연휴, 상품, 일본"
81,"대한민국, 여권, 역사, 일본, 임시정부"
82,"경찰, 혐의, 조사, 도로, 정년"
83,"안전, 번가, 판매, 소득, 체험"
84,"부산, 대통령, 민주당, 주장, 악기"
85,"배터리, 스테로이드, 마테우스, 보디빌더, 전기차"
86,"필리핀, 중국, 시장, 대통령, 대선"
87,"장관, 위원회, 의원, 국회, 정부"
88,"기온, 지역, 내일, 서울, 오늘"
89,"태풍, 야기, 한반도, 필리핀, 중국"
90,"교회, 한국, 대회, 협의, 나이지리아"
91,"선물, 의원, 대통령, 거부, 윤석열"
92,"지프, 어벤저, 고객, 주행, 시장"
93,"하락, 지수, 미국, 시장, 엔비디아"
94,"시설, 예산, 자산, 대통령, 경호"
95,"영국, 이스라엘, 관광객, 결정, 미국"
96,"미국, 대만, 한국, 췌장염, 중국"
97,"과장, 산업, 가격, 정책, 사업"
98,"해리스, 의무, 후보, 전기차, 민주당"
99,"훈련, 폴란드, 사업, 물류, 중국"
100,"목포, 민어, 인구, 병어, 준치"
