Topic,DetailedWords
1,"백신, 서울, 개발, 충전, 관광"
2,"알자지라, 이스라엘, 방송, 팔레스타인, 이스라엘군"
3,"참석, 장관, 러시아, 회의, 북한"
4,"운동, 포스, 고인, 국민, 원장"
5,"진료, 이사, 종합병원, 의원, 상급"
6,"체코, 원전, 대통령, 윤석열, 협력"
7,"유럽, 전기차, 현대차, 생산, 공장"
8,"통화, 아이폰, 녹음, 서비스, 기능"
9,"명상, 영도, 문화, 생활, 도시"
10,"개발, 치료, 신약, 물질, 세포"
11,"광고, 카카오, 배추, 노홍철, 좌석"
12,"틱톡, 개인정보, 동의, 보험료, 부담"
13,"가구, 대표, 한국, 바이오, 분양"
14,"혁신, 평가, 사업, 원장, 과학기술"
15,"후보, 대통령, 개표, 스리랑카, 대선"
16,"시장, 함정, 사업, 더블, 한화"
17,"수출, 강원, 품목, 링고, 연속"
18,"무도, 영화, 실무, 보호관찰, 파파"
19,"음악, 켄지, 할아버지, 운동, 모습"
20,"여사, 의혹, 블레스, 체코, 대통령"
21,"한국, 회장, 콜마, 기관, 투자"
22,"경찰, 지구, 총격, 미국, 동의"
23,"교회, 화웨이, 예배, 주년, 협의"
24,"민주당, 정책, 대표, 국민, 혁신"
25,"시니어, 행사, 진행, 고객, 프로그램"
26,"교대, 경쟁률, 하락, 수시, 지원"
27,"추진, 교육감, 후보, 서울시, 투표"
28,"주택, 이하, 공시가격, 빌라, 청약"
29,"배터리, 고체, 전기, 개발, 소형"
30,"치매, 북극곰, 진단, 혈압, 질환"
31,"지진, 발생, 울산, 피해, 설치"
32,"예산, 내각, 방통위, 소송, 도박"
33,"대웅제약, 미국, 단말기, 올해, 안마"
34,"미국, 대통령, 중국, 바이든, 정상"
35,"고객, 팝업, 유플러스, 한국, 전시"
36,"채용, 발견, 일부, 매출, 한강"
37,"게임, 소비자, 행사, 분쟁, 보상"
38,"박물관, 문화, 보상, 민속, 중국"
39,"정부, 펠리클, 프랑스, 전남, 교육청"
40,"교육감, 교육청, 소송, 선거, 정책"
41,"수온, 한국, 중국, 샤인, 스캣"
42,"대회, 스테이지, 웹툰, 팬덤, 대표"
43,"협회, 배드민턴, 이사, 회장, 온도"
44,"장애, 피해, 인터넷, 통신, 사고"
45,"일본, 반도, 노토, 피해, 폭우"
46,"기온, 아침, 날씨, 교도소, 제주"
47,"편의점, 고객, 점심시간, 중국, 도서관"
48,"이스라엘, 헤즈볼라, 레바논, 공격, 공습"
49,"후각, 봉투, 비닐, 배출, 저자"
50,"보상, 조정, 넥슨, 분쟁, 집단"
51,"미국, 지수, 개인정보, 수출, 기업"
52,"두산, 파워, 스코다, 금융, 기술"
53,"대표, 대통령, 민주당, 국민, 의료"
54,"인텔, 어선, 경우, 치료, 관절"
55,"게임, 개발, 한국, 레고, 업계"
56,"풍선, 북한, 쓰레기, 대남, 살포"
57,"클라우드, 자율, 기술, 주행, 파일럿"
58,"기업, 기술, 반도체, 투자, 시장"
59,"낙석, 도로, 발생, 종양, 격동"
60,"충돌, 등급, 평가, 제네시스, 아시아"
61,"한국, 컴퍼니, 대표, 사업, 문화"
62,"명상, 오전, 할리팩스, 광양, 장례식"
63,"안전, 차량, 금지, 국가, 데이터"
64,"동물, 파크, 만다린, 네이처, 리조트"
65,"피해, 유출, 폭우, 개인정보, 사고"
66,"쓰레기, 해변, 너울, 연금, 사장"
67,"백화점, 매출, 브랜드, 오늘, 외국인"
68,"통일, 북한, 국가론, 김정은, 가계"
69,"디즈니, 관객, 미국, 작품, 패스트"
70,"숙취, 가을, 제주, 소제, 음료"
71,"일본, 클라우드, 시장, 게임, 서비스"
72,"브라질, 기여, 머스크, 평가, 추가"
73,"조사, 하이닉스, 매도, 영진, 괴롭힘"
74,"팟타이, 태국, 멕시코, 이커머스, 보안"
75,"환자, 병원, 의료, 전공, 서울"
76,"제주, 아이유, 이자, 부산, 신청"
77,"고려아연, 회장, 한화, 그룹, 부회장"
78,"의료, 하청, 뮤지컬, 정부, 정원"
79,"금리, 인하, 대출, 은행, 기준금리"
80,"강수량, 부산, 기록, 경남, 산업"
81,"투자, 호우, 기술, 통해, 검색"
82,"저항, 재판매, 금지, 사무소, 프랑스"
83,"공급, 계약, 마이크로, 디지탈, 제품"
84,"개인정보, 이용자, 수집, 사용, 양배추"
85,"재판, 출석, 증인, 대령, 지난"
86,"지프, 가동, 원전, 주행, 클래스"
87,"민주당, 대표, 지난, 교수, 대해"
88,"게임, 도쿄, 부스, 일본, 예정"
89,"쌍둥이, 대통령, 선물, 축하, 편지"
90,"명품, 폭스바겐, 사업, 최고, 하라"
91,"우주, 항공, 협력, 체결, 계획"
92,"협력, 체코, 장관, 양국, 금융"
93,"화성시, 교육, 과학고, 교원, 시장"
94,"트럼프, 해리스, 대선, 대통령, 후보"
95,"지역, 인재, 학년, 의대, 전형"
96,"고객, 서비스, 알파, 유플러스, 보안"
97,"청년, 문화, 일자리, 사회, 노인"
98,"레미콘, 생산, 사람, 기술, 마음"
99,"가격, 부동산, 거래, 아파트, 협회"
100,"전남, 원내대표, 군수, 후보, 박찬"
