Topic,DetailedWords
1,"이스라엘, 서안지구, 하마스, 청년, 전쟁"
2,"기술, 기업, 기능, 제공, 시스템"
3,"매독, 환자, 감염, 회장, 목사"
4,"기술, 보안, 중국, 기업, 증가"
5,"군사, 황희, 한국, 수면, 문서"
6,"서울, 관광, 의료관광, 모기, 판매"
7,"감소, 온실가스, 배출량, 부문, 배출"
8,"방산, 지역, 폭우, 북한, 안보"
9,"임금, 독일, 이민, 체불, 에버랜드"
10,"바인더, 기술, 개발, 소재, 연구"
11,"제공, 고객, 예약, 사전, 아이폰"
12,"우주, 우주선, 스페이스, 프로젝트, 우주인"
13,"북한, 울산, 인천, 부산, 매수"
14,"사업, 호선, 계획, 교통, 도시"
15,"장관, 일본, 관광, 고베, 문화"
16,"축제, 만화, 김밥, 테슬라, 한글"
17,"쯔양, 여성, 혐의, 협박, 뷰티"
18,"의원, 정부, 질문, 국회, 총리"
19,"정책, 트럼프, 토론, 해리스, 대통령"
20,"골프, 서울, 앵글, 프로, 와이드"
21,"자율, 주행, 모델, 데이터, 성형"
22,"마약, 경찰, 혐의, 지난, 선수"
23,"비만, 치료, 디스크, 출시, 체중"
24,"정책, 지방, 지역, 도지사, 병원"
25,"대출, 주택, 은행, 가계, 규제"
26,"화웨이, 중국, 메이트, 더블, 가격"
27,"커피, 가격, 기자, 우라늄, 한국"
28,"몽블랑, 등반, 프랑스, 발견, 조난"
29,"자유, 대통령, 통일, 대한민국, 회의"
30,"화재, 오라클, 풍선, 주차장, 주차"
31,"모집, 의대, 수시, 지원, 접수"
32,"이스라엘군, 하마스, 가자지구, 공습, 난민"
33,"동굴, 블루, 세계, 골든, 국립공원"
34,"게임, 넥슨, 다크, 아이언, 메이스"
35,"제품, 가전, 판매, 구매, 클래스"
36,"북한, 러시아, 운항, 항공기, 여행"
37,"중심, 글로벌, 투자, 산업, 대표"
38,"엔진, 매드, 주식, 위메이드, 맥스"
39,"남부, 지역, 지방, 제주, 사회"
40,"우주, 우주선, 스페이스, 발사, 폴라리스"
41,"이란, 러시아, 광고, 장관, 구글"
42,"애플, 아일랜드, 구글, 행위, 과징금"
43,"장관, 대통령, 경호처, 골프장, 사령관"
44,"대통령, 정치, 책방, 평산, 대표"
45,"지수, 하락, 금리, 상승, 시장"
46,"유엔, 한국, 장관, 협력, 회의"
47,"회장, 호텔, 추석, 위원장, 대표"
48,"백신, 보도, 응답, 독감, 대한"
49,"에이, 데이터, 이스라엘, 이스라엘군, 사망"
50,"기술, 반도체, 인증, 핵심, 소녀"
51,"오전, 서울, 기자, 일자, 센터"
52,"전기차, 공장, 현대차, 품질, 점검"
53,"폭염, 기온, 서울, 게임, 전국"
54,"화웨이, 미국, 시민권, 입양, 메이트"
55,"선수, 협회, 배드민턴, 조사, 경기"
56,"가맹, 인상, 가격, 본부, 부가"
57,"토론, 대통령, 트럼프, 후보, 해리스"
58,"배달, 업체, 플랫폼, 입점, 사업"
59,"방심위, 압수수색, 경찰, 중국, 민원"
60,"한우, 유산, 센터, 롯데, 품질"
61,"가격, 창업, 추석, 올해, 위해"
62,"보도, 국제, 문제, 취재, 뱅크"
63,"의료, 연휴, 정부, 추석, 기관"
64,"정보, 위성, 리프킨, 협의, 활용"
65,"일본, 이후, 지역, 자살률, 디지털"
66,"출석, 보좌, 비서실, 운영, 업무"
67,"스팸, 문자, 불법, 시설, 사업"
68,"방송, 질환, 개발, 교수, 후보"
69,"추석, 연휴, 교통, 기간, 이용"
70,"금투세, 민주당, 주장, 파크, 최고"
71,"판매, 전통, 시장, 중소, 전북"
72,"반도체, 산업, 은행, 대출, 프로그램"
73,"캠페인, 룰루, 얼굴, 레몬, 콘크리트"
74,"애플, 아이폰, 기능, 시리즈, 인텔리전스"
75,"기업, 미국, 바이오, 글로벌, 솔루션"
76,"장관, 양국, 핀란드, 협력, 지금"
77,"화재, 플랫폼, 전기차, 벤츠, 기자"
78,"채용, 기업, 지원, 직무, 시장"
79,"서울, 금제, 데이터, 아파트, 지난"
80,"대학, 지방, 지역, 통해, 애정"
81,"의사, 의료, 응급실, 공개, 혐의"
82,"평균, 한국, 교육비, 교사, 농장"
83,"검찰, 혐의, 대표, 조사, 출석"
84,"교육감, 후보, 선거, 서울시, 출마"
85,"의료, 병원, 응급실, 환자, 센터"
86,"승계, 자회사, 후보, 개인정보, 절차"
87,"융합, 지방, 첨단, 결과, 감독"
88,"교육, 의대, 지역, 정부, 지원"
89,"서울, 진행, 프로젝트, 김병종, 손해"
90,"열사, 판매, 보수, 펀드, 상품"
91,"유진, 경영, 회장, 용수, 행사"
92,"자살, 예방, 여사, 세계, 김건희"
93,"유니클로, 예술, 전시, 작품, 공연"
94,"총회, 교회, 목사, 회장, 교단"
95,"브랜드, 기아, 대표, 합의, 믹스"
96,"영월, 단종, 정비, 사업, 금융"
97,"속도, 자전거, 서울시, 해제, 사장"
98,"장관, 가능성, 질문, 미국, 외교"
99,"회생, 결정, 계획, 법원, 위메프"
100,"방송, 이사, 이사회, 사장, 수술"
