Topic,DetailedWords
1,"장관, 업무, 직원, 평가, 정통부"
2,"목사, 하마스, 가나, 아프리카, 이스라엘군"
3,"질환, 지난, 작가, 수능, 발견"
4,"수출, 민주당, 인터파크, 금투세, 의장"
5,"전기차, 배터리, 화재, 차량, 아파트"
6,"이란, 이스라엘, 대출, 금리, 공격"
7,"한국, 호주, 중국, 시장, 갤럭시"
8,"매출, 대비, 증가, 경우, 영업"
9,"지사, 부통령, 후보, 해리스, 민주당"
10,"코로나, 엔비디아, 거래, 문화, 임금"
11,"통신, 조회, 검찰, 정부, 의료"
12,"경찰, 이사, 비판, 사진, 언론"
13,"지역, 여행, 이스라엘, 레바논, 단계"
14,"매출, 증가, 영업, 카카오, 기록"
15,"오른, 코스피, 전날, 상승, 포인트"
16,"백신, 폐렴, 혈청형, 박스, 교육"
17,"도서관, 개관, 대비, 증가, 자료"
18,"신용, 혈당, 자살, 보험, 중국"
19,"한화, 스페이스, 에어로, 항우연, 지재권"
20,"교수, 두께, 공항, 행복, 북한"
21,"고속도로, 아리, 기자, 뉴스, 근로자"
22,"제품, 폭염, 피해, 프로세서, 인텔"
23,"주민, 러시아, 원주민, 한국, 북한"
24,"의원, 대표, 민주당, 금투세, 국민"
25,"청소년, 수리, 순회, 시험, 농기"
26,"데이터, 솔루션, 보안, 통해, 플랫폼"
27,"로봇, 현대차, 그룹, 가격, 양궁"
28,"교회, 목사, 한국, 선교, 하나님"
29,"진료, 증권, 환자, 상급, 병원"
30,"방통위, 위원장, 이사, 방송, 방송통신"
31,"회의, 타이어, 한국, 제로, 서비스"
32,"구글, 검색, 독점, 시장, 엔진"
33,"환불, 상품, 여행, 피해, 티몬"
34,"회장, 스팸, 동아리, 스타트업, 고객"
35,"매도, 폭락, 프로그램, 해석, 수련"
36,"배달, 그림책, 작가, 전시, 할인"
37,"가구, 아파트, 모집, 경쟁률, 서울"
38,"게임, 서비스, 카카오, 모빌리티, 플랫폼"
39,"한강, 정책, 후보자, 운항, 정보"
40,"힐스테이트, 브랜드, 송도, 건설, 페스티벌"
41,"롯데, 이사장, 독립기념관, 임명, 스틸"
42,"감사, 예술, 중국, 창무, 창작"
43,"일본, 임금, 인상, 총리, 경제"
44,"울릉도, 울릉, 표지, 부산, 지난"
45,"일본, 강제, 내용, 전시, 슈퍼"
46,"정차, 불법, 대표, 단속, 폭염"
47,"기술, 시스템, 서비스, 산업, 고객"
48,"플라스틱, 운동, 연구, 통해, 회수"
49,"클라우드, 대표, 솔루션, 기업, 물류"
50,"도시, 농업, 기자, 리조트, 혁신"
51,"규제, 배추, 업계, 대신, 방안"
52,"질환, 폭염, 발생, 환자, 웨어"
53,"사업, 텔레콤, 매출, 증가, 데이터"
54,"독일, 유엔, 가입, 한반도, 유엔군"
55,"자동차, 중국, 바오, 이탈리아, 국내"
56,"개인정보, 부위, 원장, 매출, 알리"
57,"두산, 협약, 상생, 대기업, 합병"
58,"방송, 재의, 정부, 국회, 법안"
59,"지원, 우크라이나, 침수, 북한, 정수"
60,"시장, 지수, 증시, 미국, 투자"
61,"기자, 협회, 뉴스, 신앙, 김주형"
62,"증가, 조합, 데이터, 비용, 알고리즘"
63,"안전, 정수장학회, 기류, 이사장, 대한항공"
64,"북한, 수해, 통증, 복구, 김정은"
65,"의료, 환자, 서비스, 문화, 무슬림"
66,"선수, 안세영, 배드민턴, 협회, 올림픽"
67,"대표, 의원, 하니, 국민, 벌집"
68,"폭염, 내일, 소나기, 날씨, 제보"
69,"후보자, 채용, 위반, 기자, 인재"
70,"카카오, 기부, 후손, 위해, 독립유공자"
71,"미네소타, 해리스, 지사, 부통령, 월즈"
72,"갤럭시, 후보, 추천, 원장, 관장"
73,"체험, 방문, 러시아, 의원, 이란"
74,"게임, 크래프톤, 사업, 글로벌, 카카오"
75,"기온, 서울, 소나기, 최고, 전국"
76,"하이닉스, 미국, 반도체, 보조금, 생산"
77,"글로벌, 한국, 대표, 닭고기, 세계"
78,"올림픽, 파리, 선수, 여자, 경기"
79,"가사, 정부, 관리사, 외국인, 필리핀"
80,"정부, 우크라이나, 기업, 중국, 말리"
81,"대통령, 총리, 대통령실, 상황, 대응"
82,"부산, 여사, 명란, 시장, 방문"
83,"후보자, 예산, 기자, 북한, 면세점"
84,"사업, 매출, 영업, 실적, 대비"
85,"달러, 버스, 라이브, 운동, 증가"
86,"전통주, 하이, 엣지, 활용, 담당"
87,"일본, 상품, 치매, 이토, 사도"
88,"공무원, 임금, 청년, 인상, 노조"
89,"업체, 피해, 지원, 의협, 정부"
90,"우산, 임시, 인천, 주거, 택시"
91,"기자, 평가, 응답, 언론, 예술"
92,"수영, 순례, 사건, 대위, 국토"
93,"계약, 갱신, 행사, 테크, 참여"
94,"잡스, 민주당, 이브, 티메프, 사태"
95,"방통위, 의원, 방송, 검증, 직무"
96,"유플러스, 정보보호, 인증, 보안, 개인"
97,"일본, 냉면, 기초, 연금, 안면"
98,"매출, 바이오, 가입, 기업, 서비스"
99,"방글라데시, 에너지, 시위, 유누스, 바이오"
100,"플랫폼, 판매, 티메프, 커머스, 기업"
