Topic,DetailedWords
1,"국정원, 의원, 정보, 수사권, 수사"
2,"훈련, 해병대, 상륙, 연합, 해군"
3,"의료, 병원, 노조, 파업, 보건"
4,"기술, 네이버, 개발, 디지털, 솔루션"
5,"자금, 금리, 지원, 대출, 중소기업"
6,"현대차, 전기차, 아이오, 평가, 그룹"
7,"피해, 업체, 위메프, 티몬, 판매"
8,"개발, 애플, 지자체, 기여, 사업"
9,"카카오, 사업, 시장, 지난, 실적"
10,"대통령, 트럼프, 해리스, 부통령, 후보"
11,"검사, 마약, 입영, 밸류업, 판정"
12,"기업, 협약, 산업, 투자, 한국"
13,"하이퍼, 기후, 서울, 한국, 네이버"
14,"태풍, 일본, 공원, 음주운전, 사고"
15,"지식, 재산, 콘텐츠, 한국, 디지털"
16,"수생, 수능, 의대, 학년, 학원"
17,"촬영, 반려동물, 휴대전화, 불법, 경찰"
18,"필리핀, 중국, 청약, 선박, 해경"
19,"금리, 인하, 중앙은행, 잭슨, 미국"
20,"애니메이션, 웹툰, 일본, 할인, 선택"
21,"석탄, 우석, 사업, 기업, 의장"
22,"이사회, 당국, 인명, 진화, 소방"
23,"우크라이나, 미국, 러시아, 콘퍼런스, 코리아"
24,"가격, 음료, 중단, 에어프랑스, 코카콜라"
25,"애플, 아이폰, 오늘, 사람, 애정"
26,"패럴림픽, 능력, 필사, 어휘, 선수"
27,"주식, 엔비디아, 요가, 매각, 동작"
28,"총지배인, 해수욕장, 저축은행, 질환, 북한"
29,"후보자, 노동, 적용, 최저임금, 보호"
30,"노조, 카카오, 대표, 관리, 지난"
31,"메뉴판, 서비스, 태블릿, 테이블, 출시"
32,"가명, 활용, 정보, 대회, 경진"
33,"원전, 체코, 웨스팅하우스, 미국, 정부"
34,"제품, 철강, 중국, 정수기, 중국산"
35,"심박수, 성능, 운동, 최대, 비행"
36,"골절, 피로, 플랫폼, 경우, 발생"
37,"발레, 발레단, 작품, 공연, 사랑"
38,"로봇, 위암, 중국, 로프, 러시아"
39,"지진, 강원, 미국, 발생, 의장"
40,"운동, 그룹, 큐브, 산소, 도로공사"
41,"수사, 여사, 심의, 의회, 사건"
42,"훈련병, 내용, 의원, 운용, 관련"
43,"이스라엘, 헤즈볼라, 공격, 레바논, 보복"
44,"방송, 카잔, 대회, 게임, 액션"
45,"폭염, 열대야, 기록, 부산, 더위"
46,"슈가, 타이어, 스쿠터, 전동, 조사"
47,"지원, 수해, 북한, 물자, 러시아"
48,"대출, 은행, 금융, 금리, 가계"
49,"복지, 가구, 위기, 교육, 나눔"
50,"지수, 종목, 증권, 주식, 주가"
51,"사고, 중국, 결혼, 노동자, 치아"
52,"돌고래, 공격, 청소, 일본, 사람"
53,"대통령, 폭발, 회당, 라인, 이승만"
54,"축제, 제품, 행사, 동행, 공인"
55,"발급, 교회, 증명, 목사, 거래"
56,"예수님, 유니클로, 사람, 국장, 국세청"
57,"질환, 치료, 증상, 개발, 진단"
58,"열대야, 서울, 용역, 절차, 내일"
59,"세트, 판매, 선물, 패션, 작가"
60,"대통령, 개혁, 정부, 일본, 국정"
61,"기온, 예상, 서울, 도로, 대구"
62,"화재, 로봇, 소방, 계단, 기술"
63,"후보자, 관리, 검사, 수입, 정부"
64,"세종, 운행, 동탄, 철도, 대전"
65,"무용수, 공연, 상태, 발레단, 세트"
66,"서울, 코로나, 확산, 기자, 마스크"
67,"대학, 부산, 노인, 페인트, 올해"
68,"제철소, 포스코, 슬라브, 제품, 포항"
69,"프랑스, 로프, 체포, 텔레그램, 용의자"
70,"독도, 민주당, 대표, 정부, 진상"
71,"상속, 리테일, 가맹, 지급, 울산"
72,"사업, 거래, 기업, 지원, 정지"
73,"중국, 북한, 관계, 문제, 미국"
74,"방통위, 종료, 위원장, 직원, 서비스"
75,"포스코, 매각, 퓨처, 케미칼, 피앤"
76,"폭염, 에어컨, 직장, 설치, 노동자"
77,"시설, 서울시, 센터, 계획, 재건축"
78,"쏘렌토, 국내, 가장, 올해, 팔레스타인"
79,"서비스, 이용자, 정보, 장소, 검사"
80,"지질, 발표, 한국, 자원, 거래"
81,"환자, 의원, 의료, 다리, 서울"
82,"사업, 안전, 바이오, 총리, 시설"
83,"광복회, 소음, 대표, 엘리베이터, 단체"
84,"게임, 게임스컴, 시연, 모바일, 글로벌"
85,"미국, 작가, 사로얀, 한국, 윌리엄"
86,"고흐, 방송, 그림, 죽음, 사업자"
87,"서울, 호텔, 보안, 부천, 센터"
88,"위성, 환경, 국제, 국립, 정지궤도"
89,"소각, 눈꺼풀, 누적, 민간, 처리"
90,"치킨, 국민, 공휴일, 대표, 지정"
91,"보잉, 우주, 우주선, 임금, 스타"
92,"파업, 의료, 사업, 보건, 진료"
93,"화재, 전기차, 점유, 배터리, 발생"
94,"협상, 휴전, 미국, 회랑, 필라"
95,"정부, 추석, 배터리, 전기차, 국민"
96,"필름, 나노, 쿨링, 차량, 기술"
97,"트럼프, 대선, 대통령, 후보, 해리스"
98,"수술, 발생, 전문의, 병원, 이송"
99,"가격, 지난, 인상, 물가, 식품"
100,"북한, 이단, 냄새, 중국, 탈퇴"
