Topic,DetailedWords
1,"한국, 기자, 일보, 육아휴직, 대전"
2,"휴게소, 게임, 한국, 음식, 기술"
3,"영화, 인천, 미국, 흉터, 치료"
4,"해군, 카타르, 장비, 병력, 훈련"
5,"취업, 창업, 학생, 채용, 인재"
6,"중국, 미국, 대해, 금지, 회장"
7,"결제, 구글, 피해, 뎅기열, 인앱"
8,"바이든, 이스라엘, 대통령, 레바논, 휴전"
9,"가상, 자산, 휴게소, 정신, 대선"
10,"회장, 지원, 지주, 중소기업, 금융"
11,"금제, 비중, 데이터, 루체, 한스"
12,"지수, 기업, 밸류업, 시장, 종목"
13,"이스라엘, 레바논, 헤즈볼라, 공습, 남부"
14,"올리브영, 감자, 서비스, 이음, 물류"
15,"곽튜브, 나은, 영상, 학교폭력, 면접"
16,"미국, 북한, 부산, 부부, 입항"
17,"은행, 금융, 빗썸, 제휴, 설치"
18,"원장, 의료, 아산, 병원, 진료"
19,"정관, 허가, 서울시, 분양, 청약"
20,"데이터, 학습, 모델, 제공, 서비스"
21,"연구, 글로벌, 미국, 교수, 협력"
22,"국회, 규제, 말레이시아, 법안, 기본"
23,"교통, 경기도, 공사, 지원, 항공"
24,"의료기기, 시장, 기술, 도메인, 의료"
25,"네이버, 서비스, 카페, 오류, 언론"
26,"우크라이나, 이성산성, 하남, 러시아, 시설"
27,"회의, 대통령실, 경제, 방안, 행사"
28,"정부, 중국, 감축, 미국, 국가"
29,"기술, 공연, 아내, 개발, 시스템"
30,"환자, 당뇨병, 뉴스, 관리, 치료"
31,"메가존팝스, 수면, 기능, 조사, 사용"
32,"식품, 푸드, 쓰레기, 제품, 명절"
33,"메일, 기능, 치료, 업무, 마을"
34,"증인, 관련, 채택, 방송통신, 방통위"
35,"배추, 가격, 아이폰, 수입, 정부"
36,"브랜드, 뷰티, 매출, 게임, 애니메이션"
37,"러시아, 콩쿠르, 음악, 도비, 첸코"
38,"수수료, 플랫폼, 방안, 상생, 결제"
39,"트럼프, 해리스, 대통령, 부통령, 대선"
40,"작품, 기업, 전시, 여성, 중국"
41,"피부, 중국, 선택, 대동단결, 버전"
42,"가구, 신도시, 계획, 일산, 도시"
43,"간호, 축제, 대학, 청도, 아주대"
44,"대통령, 대표, 국민, 대통령실, 만찬"
45,"정보, 사업, 데이터, 부산, 예산"
46,"지역, 방송, 발전, 모빌리티, 행사"
47,"사업, 추진, 토리노, 외국인, 가사"
48,"감독, 축구, 이사, 의원, 협회"
49,"배달, 중국, 쿠팡, 수수료, 일본"
50,"엔비디아, 볼보, 시스템, 주행, 국내"
51,"병원, 환자, 문의, 의료, 수술"
52,"피해, 교육, 사교육, 소방, 학생"
53,"이사, 이사장, 임기, 인재, 한국"
54,"고려아연, 영풍, 사업, 센터, 독일"
55,"삼성, 합병, 국민연금, 물산, 소송"
56,"카메라, 바이오, 스위스, 프로, 부지"
57,"웰비잉, 지역, 중동, 미국, 청약"
58,"페트라르카, 노선, 수질, 영산강, 칸초니에레"
59,"요리, 주행, 시스템, 차량, 적용"
60,"합병, 넥스, 중국, 이야기, 중국인"
61,"기온, 내륙, 아침, 도로, 전국"
62,"기술, 개인, 개인정보, 정보보호, 협력"
63,"경찰, 혐의, 수사, 조사, 요양원"
64,"대표, 서울, 사장, 회장, 신문"
65,"총회, 목사, 교회, 회장, 부총"
66,"제철, 포스코, 매각, 주식, 홀딩스"
67,"대출, 약정, 선택, 할인, 모집"
68,"테슬라, 주가, 택시, 로보, 지난"
69,"금투세, 시행, 의원, 민주당, 유예"
70,"서비스, 카카오, 점검, 발생, 현장"
71,"중국, 금리, 은행, 인하, 시장"
72,"우크라이나, 대통령, 러시아, 마포대교, 자궁"
73,"조합, 구역, 사업, 위원회, 관리"
74,"북한, 노르웨이, 인권, 탈북, 재단"
75,"장난감, 게임, 건물, 아내, 밀집"
76,"리츠, 글로벌, 파트너, 계약, 타이어"
77,"기업, 호텔, 개선, 지난해, 대비"
78,"서울, 농협, 시민, 운영, 브랜드"
79,"플라스틱, 대통령, 재일, 민단, 미세"
80,"검찰, 목사, 심위, 혐의, 여사"
81,"위원회, 법안, 처벌, 페이크, 개정안"
82,"위험, 지방간, 기자, 부동산, 르노"
83,"사업, 협약, 보안, 정상화, 펀드"
84,"의사, 정책, 의료, 의협, 제안"
85,"대통령, 대표, 만찬, 대통령실, 도부"
86,"켈리, 파리, 딘트, 한국, 패션쇼"
87,"대학, 혁신, 교육, 일자리, 위해"
88,"클라우드, 사랑, 솔루션, 화재, 플랫폼"
89,"틱톡, 크리에이터, 가사, 관리사, 서울"
90,"경찰, 강원, 오후, 축제, 오늘"
91,"불상, 일본, 인플루엔자, 백신, 반환"
92,"내일, 제보, 오늘, 가을, 날씨"
93,"후보, 부산, 일화, 교육감, 보수"
94,"평가, 투표, 기질, 데이터, 맹견"
95,"해양, 관광객, 산성, 기후, 생물"
96,"작가, 소설, 시티, 혼불문학상, 주가"
97,"기업, 개발, 기술, 활용, 방식"
98,"금고, 청소년, 라운드, 광주시, 광주"
99,"일본, 판매, 기아, 시장, 큐텐"
100,"제목, 지원, 연합뉴스, 광고, 대행"
