Topic,DetailedWords
1,"지수, 미국, 하락, 상승, 주가"
2,"주민, 설명, 건설, 반대, 정보"
3,"중국, 스페인, 양국, 총리, 주석"
4,"금리, 지수, 커피, 거래, 시장"
5,"한국, 대만, 성소수자, 작가, 인권"
6,"부산, 정책, 기관, 출생, 과학기술"
7,"장관, 자산, 의원, 주식, 퇴장"
8,"합의, 노사, 기아, 미래, 잠정"
9,"제보, 뉴스, 명창, 검색, 채널"
10,"기온, 폭염, 최고, 서울, 전국"
11,"배당, 기록, 방어, 여권, 롯데"
12,"의원, 대통령, 정부, 민주당, 총리"
13,"대표, 의장, 생각, 사람, 조국"
14,"인도, 투자, 중국, 운용, 기업"
15,"보안, 국제, 연휴, 부산, 표준"
16,"디아스포라, 문학, 행사, 모빌리티, 관리"
17,"사장, 자민당, 총재, 고이즈미, 간사장"
18,"게임, 일본, 시마네현, 독도, 티저"
19,"얼라이언스, 아시아, 협력, 가격, 전세"
20,"회사, 대표, 네이버, 주식, 매입"
21,"충북, 프랑스, 적자, 재정, 진행"
22,"데이터, 브릭스, 파트너, 고객, 클라우드"
23,"인터파크, 프레, 트리플, 익스, 매각"
24,"장관, 회의, 국방부, 군사, 협력"
25,"조례, 김새롬, 사회, 연구, 인테리어"
26,"공연, 앙코르, 오페라, 관객, 토스카"
27,"이란, 러시아, 보도, 미국, 대변인"
28,"동티모르, 교황, 방문, 학대, 프란치스코"
29,"공모, 뱅크, 케이, 제보, 비리"
30,"특검법, 의혹, 김건희, 여사, 위원회"
31,"애플, 폭스바겐, 기능, 공장, 독일"
32,"지역, 사회, 공사, 관광, 필리핀"
33,"아이폰, 애플, 출시, 시리즈, 금제"
34,"전시, 탄소, 팝업, 작품, 사업"
35,"교회, 경남, 업체, 세대, 대한"
36,"협의, 여야, 의정, 추석, 의료"
37,"지원, 서비스, 사업, 카카오, 쓰레기"
38,"대통령, 네덜란드, 협력, 발케넨데, 총리"
39,"반도체, 기업, 한미, 호텔, 오전"
40,"현장, 건설, 레미콘, 노컷뉴스, 증가"
41,"의료, 국민, 협의, 원내대표, 정부"
42,"원전, 사업, 지원, 산업, 원자력"
43,"해리스, 정책, 부통령, 미국, 캠프"
44,"교회, 보잉, 한국, 사업, 경호"
45,"전기차, 벤츠, 코리아, 충전, 고객"
46,"대회, 올림픽, 경기, 금메달, 대표"
47,"사업, 관리, 로봇, 과학, 현장"
48,"정산, 태풍, 오스, 중국, 더위"
49,"배달, 운영, 드론, 체험, 노동"
50,"기술, 기업, 활용, 교육, 데이터"
51,"시리아, 공습, 이스라엘, 공격, 한국"
52,"갤럭시, 혈당, 카메라, 스마트폰, 감지"
53,"대출, 금융, 은행, 금리, 서울"
54,"의료, 센터, 환자, 부품, 물리치료사"
55,"감염, 매독, 인도, 저자, 회기"
56,"이스라엘, 요르단, 하마스, 총격, 가자지구"
57,"치료, 기술, 세포, 가을, 한국"
58,"교육감, 총회, 선거, 회장, 개발"
59,"허가, 신약, 수수료, 심사, 식약처"
60,"의대, 증원, 모집, 수시, 학년"
61,"북한, 공개, 바퀴, 화성, 미사일"
62,"마몽드, 다이소, 광장, 수분, 브랜드"
63,"장로, 랠리, 러시아, 아프가니스탄, 여성"
64,"추석, 선물, 할인, 구매, 명절"
65,"기업, 산업, 혁신, 센터, 지역"
66,"혐의, 대표, 선고, 징역, 후보"
67,"엔진, 항공, 개발, 의원, 선거"
68,"판매, 대비, 판매량, 승용차, 대수"
69,"중국, 연휴, 추석, 국가, 업자"
70,"학위, 공동, 분야, 총장, 학생"
71,"축전, 북한, 김정은, 위원장, 관계"
72,"기자, 문제, 올림픽, 파리올림픽, 경북"
73,"아파트, 낙찰, 가율, 회생, 서울"
74,"보안, 공격, 기업, 사이버, 위협"
75,"쿠팡, 과징금, 공정위, 명령, 부과"
76,"신협, 기업, 아시아, 심사, 회장"
77,"로봇, 공항, 광주, 이전, 다리"
78,"비만, 강원, 산업, 사업, 지역"
79,"제품, 서비스, 제공, 통해, 사업"
80,"사진, 스노우, 이미지, 문제, 기술"
81,"촉각, 정보, 전기, 배터리, 교관"
82,"보유, 휴대전화, 학생, 사용, 주식"
83,"기술, 부산, 개발, 관광, 창업"
84,"방심위, 조사, 민원, 위원장, 사람"
85,"대통령, 임대, 거주, 갱신, 계약"
86,"노선, 발행, 작업, 항공, 연해주"
87,"규제, 플랫폼, 사업, 업계, 전력"
88,"게임, 적용, 모델, 라그나로크, 대표"
89,"중국, 정원, 사랑, 기업, 선수"
90,"해리스, 대통령, 대선, 트럼프, 후보"
91,"응급실, 의사, 병원, 의료, 근무"
92,"센터, 복합, 체육, 건강, 복지"
93,"의대, 위원장, 메시지, 기능, 충북대"
94,"예술, 축구, 세계, 미술, 선수"
95,"베트남, 북부, 야기, 피해, 태풍"
96,"작가, 소설, 자궁, 내막, 작품"
97,"풍선, 화재, 피해, 북한, 공장"
98,"플랫폼, 경쟁, 기업, 행위, 규제"
99,"위성, 통신, 에코, 저궤도, 프로"
100,"이육사, 시인, 교보, 재단, 대산"
