Topic,DetailedWords
1,"메일, 피싱, 료코, 기업, 스타트업"
2,"대한, 지상파, 영향, 유용성, 교수"
3,"서울, 기자, 개장, 여의도, 아파트"
4,"국악, 웹툰, 가야, 대통령, 설정"
5,"엄마, 스마트폰, 아빠, 서비스, 구조"
6,"중국, 반려동물, 판매, 판매량, 총기"
7,"여행, 장도, 에이스침대, 제품, 침대"
8,"필리핀, 음악, 등급, 학교, 부담"
9,"코로나, 비트코인, 치료, 최근, 지난"
10,"서울, 경찰청, 비행, 여의도, 부장"
11,"수해, 위원장, 피해, 김정은, 북한"
12,"공격, 시리아, 미군, 이라크, 미국"
13,"세트, 선물, 추석, 상품, 식품"
14,"병원, 미국, 의료, 환자, 쓰레기"
15,"일본, 광복회, 건국절, 회장, 대통령"
16,"호모, 시스, 플로, 레시, 인류"
17,"뇌졸중, 증상, 위험, 치료, 질환"
18,"은행, 금리, 가입, 고객, 상품"
19,"자녀, 부모, 진영, 올림픽, 대회"
20,"사고, 경찰, 위안부, 피해자, 도로"
21,"응원, 올림픽, 우석, 전투, 선수"
22,"풍선, 북한, 쓰레기, 대남, 살포"
23,"환불, 소비자, 조정, 분쟁, 여행"
24,"디즈니, 분양, 영화, 공개, 들개"
25,"올림픽, 선수, 파리, 여자, 경기"
26,"주체, 기업, 데이터, 침례, 실률"
27,"소나기, 지역, 대통령, 기온, 전국"
28,"일본, 논문, 한국, 중국, 인용"
29,"학교, 이스라엘군, 이스라엘, 공격, 하마스"
30,"이스라엘, 이란, 하마스, 보복, 공격"
31,"호선, 건설, 전진, 별내선, 로봇"
32,"워치츠키, 게임, 학교, 구글, 유튜브"
33,"소변, 경우, 증상, 전립선비대증, 배뇨"
34,"단백질, 질병, 게임, 더블, 사용"
35,"교육청, 유출, 학교, 수강신청, 수강"
36,"애플, 시장, 기능, 모델, 유료"
37,"감소, 투자, 서울, 한국, 추가"
38,"배터리, 전기차, 공개, 대통령, 현대차"
39,"구역, 계획, 가구, 사업, 세운"
40,"하락, 시화호, 예정, 파크, 분양"
41,"출시, 치킨, 경복궁, 치킹, 메뉴"
42,"차량, 개발, 하이브리드, 대법원, 사진"
43,"처리, 노동자, 쓰레기, 재활용, 지하"
44,"집단, 조정, 여행, 환불, 참여"
45,"해리스, 대통령, 미국, 트럼프, 후보"
46,"투하, 일본, 전쟁, 항복, 핵폭탄"
47,"러시아, 생산, 무기, 미사일, 당국"
48,"안전, 유빈, 한국, 원전, 원자력"
49,"지진, 일본, 발생, 카이, 규모"
50,"보험, 치매, 이창수, 상품, 보장"
51,"보험, 보험사, 선임, 손해사정사, 책임"
52,"구독, 올림픽, 삼성, 아이스, 사업"
53,"드론, 작품, 필름, 함덕, 해수욕장"
54,"여성, 결혼, 이라크, 백신, 환자"
55,"구글, 검색, 비행기, 탑승, 브라질"
56,"복권, 대통령, 지사, 사면, 대표"
57,"게임, 축제, 토마토, 식당, 피자"
58,"러시아, 우크라이나, 쿠르스크, 공격, 지역"
59,"치킨, 캐나다, 믹스, 이마트, 매출"
60,"시장, 틱톡, 콘텐츠, 중국, 경쟁"
61,"세대, 사회, 스마트폰, 사람, 불안"
62,"워치츠키, 유튜브, 구글, 삼계탕, 가격"
63,"나폴레옹, 앵발리드, 프랑스, 경영, 대표"
64,"매출, 영업, 실적, 이익, 사업"
65,"간호사, 병원, 뉴스, 출시, 마이"
66,"대표, 파괴, 수분, 보험, 치아"
67,"입자, 애호박, 호박, 검출기, 발견"
68,"순대, 픽업, 트럭, 스마트폰, 병천"
69,"두피, 모발, 미국, 피지, 때문"
70,"주택, 공급, 서울, 정부, 대책"
71,"문제, 내용, 결석, 네이버, 우유"
72,"쿠르베, 메달, 기소, 작품, 스마트"
73,"투자, 개발, 기술, 대표, 유치"
74,"교도소, 수감자, 방글라데시, 시위, 탈옥"
75,"폭염, 질환, 더위, 기온, 발생"
76,"낙산사, 기자, 불교, 조계종, 주최"
77,"비트코인, 한국, 미국, 시장, 김영삼"
78,"법인, 이익, 기업, 거래, 특수"
79,"협상, 휴전, 의대, 이집트, 정부"
80,"마리, 대출, 피해, 폭염, 찰스"
81,"올림픽, 라시, 중계, 웨이브, 메시지"
82,"중국, 민주당, 대선, 대통령, 해리스"
83,"이란, 예술가, 예술, 러시아, 북한"
84,"후보, 득표율, 경선, 누적, 경기"
85,"대한의사협회, 의료, 정책, 서울, 배상"
86,"코로나, 환자, 유행, 최근, 질병"
87,"당첨, 번호, 당첨번호, 복권, 보너스"
88,"전화, 서비스, 장애, 유선, 지역"
89,"후보, 대표, 복권, 민주당, 이재명"
90,"수출, 사업, 파리, 총비서, 생산"
91,"미국, 중국, 핵무기, 워터슬라이드, 금메달"
92,"관장, 인텔, 산악, 백두대간, 박경"
93,"민주당, 사기, 국민, 사건, 고인"
94,"주차, 구역, 전용, 파크, 사람"
95,"신규, 모바일, 업데이트, 추가, 장비"
96,"전기차, 화재, 충전, 아파트, 주차장"
97,"요트, 수영, 예술, 피해, 승민"
98,"일본, 임차, 배터리, 입찰, 바이오"
99,"주가, 투자, 미국, 엔비디아, 하락"
100,"이다빈, 태권도, 라운드, 저우쩌치, 백색왜성"
