Topic,Words
1,"기자, 공연, 뮤직페스티벌, 월드, 전기차"
2,"성형, 사용자, 서비스, 경쟁, 기자"
3,"수단, 지원, 마을, 사회, 기후"
4,"서울, 오후, 인근, 강남역, 기자"
5,"주택, 고급, 인텔, 아파트, 주거"
6,"회생, 절차, 대표, 위메프, 티몬"
7,"총리, 초상화, 스타, 심장, 대처"
8,"가격, 조사, 알리바바, 사고, 사망"
9,"금리, 하락, 인하, 물가, 유로존"
10,"가구, 미분, 주택, 서울, 지난해"
11,"한미, 대표, 약품, 인사, 헐버트"
12,"대표, 회담, 의제, 고급, 논의"
13,"식중독, 라마, 통해, 예산, 포스"
14,"장관, 김문수, 고용노동부, 기자, 뉴스"
15,"대통령, 기자회견, 지수, 인플레, 국정"
16,"노컷뉴스, 상황, 사이트, 세상, 말리"
17,"점검, 감정, 스타, 공연, 기술"
18,"연구, 화학, 우주, 연구원, 연구자"
19,"독일, 출신, 난민, 아프가니스탄, 범죄자"
20,"대회, 로잔, 교회, 한국, 세계"
21,"엔비디아, 생산, 주가, 사용, 공유"
22,"기후, 단체, 교육감, 대행, 권한"
23,"의료, 개혁, 병원, 환자, 지역"
24,"조정, 패럴림픽, 사격, 금메달, 대회"
25,"오늘, 사람, 재물, 행운, 생각"
26,"기술, 데이터, 플랫폼, 서비스, 개선"
27,"인권, 북한, 내용, 클럽메드, 협상"
28,"검찰, 대통령, 압수수색, 대한, 다혜씨"
29,"의원, 민주당, 대표, 선고, 혐의"
30,"접촉, 지원, 정부, 단체, 피해"
31,"상장, 증권, 코리아, 케이, 뱅크"
32,"원전, 안전, 총장, 사무, 종양"
33,"의료, 논의, 의협, 수가, 정부"
34,"이스라엘, 가자지구, 소아마비, 하마스, 공격"
35,"기업, 기술, 오픈, 데이터, 투자"
36,"장관, 사업, 추진, 노동, 정부"
37,"발생, 사고, 중대, 재해, 안전"
38,"정부, 경북, 통합, 처벌, 예수님"
39,"대비, 지수, 시장, 상승, 승률"
40,"경찰, 발견, 주차장, 총기, 조사"
41,"제보, 채널, 유튜브, 뉴스, 카카오"
42,"북한, 정보, 문해, 여행, 상품"
43,"우버, 한국, 택시, 시장, 코스"
44,"한미, 의장, 미국, 국회, 의원"
45,"대출, 상반기, 새마을금고, 저축은행, 손실"
46,"문화, 진행, 기술, 전시, 건강"
47,"교과서, 정부, 민주주의, 한국, 표현"
48,"로프, 러시아, 관광, 운영, 방문"
49,"한미, 약품, 사이언스, 대표, 게임"
50,"의상, 서울, 패션, 뚝섬, 패션쇼"
51,"패션, 서울, 뚝섬, 패션쇼, 기자"
52,"효성, 제품, 회장, 상속, 부사"
53,"대출, 토스, 인터넷, 대표, 거래소"
54,"로봇, 결제, 페이, 네이버, 할머니"
55,"가격, 법인, 테슬라, 이하, 대비"
56,"통증, 후보자, 자산, 혐의, 가상"
57,"승차권, 사장, 금융, 기업, 의원"
58,"연금, 뷰티, 대통령, 브랜드, 개혁"
59,"대표, 대통령, 한미, 갈등, 협력"
60,"항공, 대한항공, 공유, 인천, 장관"
61,"트럼프, 암호, 미국, 서비스, 시편"
62,"이사, 진흥, 연합뉴스, 뉴스통신진흥회, 피질"
63,"두산, 밥캣, 주주, 대표, 막걸리"
64,"민주당, 트럼프, 대통령, 대선, 후보"
65,"은행, 로봇, 중국, 대화, 러시아"
66,"우크라이나, 대통령, 푸틴, 훈련, 방문"
67,"서울시, 교육감, 권한, 대행, 의회"
68,"중국, 학교, 서비스, 교육, 제공"
69,"창업, 저커버그, 선거, 가구, 기업"
70,"공장, 안전, 공사, 지난, 협력"
71,"수가, 보험, 작가, 서울, 작품"
72,"의료, 의사, 의대, 응급의학, 대통령"
73,"작가, 싱가포르, 두바이, 제이, 그녀"
74,"정보, 한국, 교통, 협약, 제품"
75,"아이폰, 병원, 애플, 전문의, 출시"
76,"국채, 은행, 금리, 중국, 인민"
77,"로프, 텔레그램, 데이터, 일본, 총리"
78,"합의, 잠정, 한국, 노사, 도출"
79,"박사, 만년필, 한국, 포드, 사람"
80,"와인, 브리, 효모, 스탁, 내추럴"
81,"매각, 코인, 사옥, 투자, 스토리"
82,"국장, 이용자, 통법, 증가, 화재"
83,"사업, 홍콩, 정부, 방송, 공항"
84,"비엔날레, 광주, 네이버, 통해, 사회"
85,"네이버, 지도, 서비스, 다국어, 정보"
86,"경고, 파리, 대한민국, 장관, 영상"
87,"관광, 정부, 중국, 이탈리아, 포럼"
88,"기온, 폭염, 최고, 지역, 주말"
89,"클라우드, 게임, 센터, 데이터, 백석"
90,"페이크, 영상, 과장, 성범죄, 정부"
91,"컨테이너, 보안, 안랩, 과장, 클라우드"
92,"공개, 목표, 계획, 엔씨소프트, 감축"
93,"바이오, 미국, 방사성, 본부장, 확보"
94,"아이돌, 멤버, 위해, 협약, 보안"
95,"태풍, 일본, 기능, 산산, 업데이트"
96,"차관, 회의, 확장, 한미, 외교부"
97,"북한, 일본, 인권, 교육감, 지난"
98,"기자, 훈련, 중위, 해군, 심해"
99,"방통위, 감사, 대행, 이사, 직무"
100,"후보자, 재판관, 거래, 인권, 게임"
