Topic,DetailedWords
1,"인도네시아, 개발, 분담, 정부, 회의"
2,"울트라, 갤럭시, 디자인, 노트, 경기"
3,"미국, 포인트, 지수, 협상, 이스라엘"
4,"이사, 위원장, 청문회, 방송통신, 방송"
5,"후보, 대통령, 광복회, 부통령, 트럼프"
6,"상장, 시장, 공모, 기업, 투자자"
7,"청년, 실업률, 중국, 운동, 통계"
8,"두산, 정정, 내용, 명창, 합병"
9,"의료, 플랫폼, 서비스, 지역, 크몽"
10,"의대, 의원, 증원, 교육, 부총리"
11,"기류, 이벤트, 쿠폰, 빗썸, 페이"
12,"모빌리티, 대전, 티맵, 매출, 사업"
13,"공항, 백양터널, 유료, 미국, 수온"
14,"장관, 이스라엘, 외무, 대통령, 보고서"
15,"믹스, 대표, 골프, 사고, 버스"
16,"버스, 보조금, 중국산, 내정자, 부정선거"
17,"영상, 갤럭시, 삼성, 기능, 아이폰"
18,"결제, 카카오, 금리, 서비스, 주차"
19,"결제, 애플, 국내, 강제, 의원"
20,"웹툰, 레벨, 구글, 한국, 플랫폼"
21,"직원, 대표, 하이브리드, 교회, 건설"
22,"전단, 대북, 노르딕, 효과, 교육"
23,"정책, 고양이, 금융, 교역, 절충"
24,"장애, 보상, 고객, 이용, 노동"
25,"전기차, 차량, 점검, 인천, 주차장"
26,"코로나, 증가, 주가, 치료, 이익"
27,"카카오, 자문, 은행, 이재명, 서비스"
28,"열대야, 서울, 폭염, 기록, 더위"
29,"시장, 의료, 지역, 관광, 대구"
30,"전시, 작가, 작품, 도호, 아트"
31,"클라우드, 사업, 거대, 서비스, 리움"
32,"과장, 대응, 치료, 관리, 발생"
33,"연구, 한국, 정책, 세포, 사람"
34,"게임, 어린이, 향수, 베이스, 개발"
35,"물질, 자급, 정부, 문제, 쌀값"
36,"괴담, 오염수, 후쿠시마, 수산물, 일본"
37,"가격, 라면, 기념관, 역사, 방송"
38,"대통령, 선수, 회의, 정위, 올림픽"
39,"주택, 감소, 동유럽, 건설, 금리"
40,"대통령, 후보자, 트럼프, 자산, 경찰청"
41,"법안, 대통령, 재의, 행사, 국회"
42,"가격, 주택, 인상, 제품, 상승"
43,"총리, 중국, 통탄, 태국, 탁신"
44,"참사, 통해, 어도비, 매각, 위원회"
45,"중국, 미국, 국방부, 기업, 반도체"
46,"중국, 플레이, 토큰, 코로나, 누적"
47,"서울, 섭취, 카페인, 기록, 가운데"
48,"질환, 사망자, 폭염, 마리오, 발생"
49,"회장, 그룹, 현대, 명예, 영상"
50,"영업, 매출, 사업, 성장, 증가"
51,"화재, 소방, 당국, 진화, 발생"
52,"폭스, 감염, 엠폭스, 질병, 환자"
53,"가리왕산, 일본, 케이블카, 한국, 청소년"
54,"정비, 조합, 목동, 설립, 가격"
55,"우크라이나, 러시아, 쿠르스크, 지역, 작전"
56,"꽁초, 담배, 수거, 홍콩, 결과"
57,"추어탕, 한미, 인천, 미국, 미꾸라지"
58,"뉴스, 가짜, 머리, 수탉, 북한"
59,"페스티벌, 플랫폼, 게임, 행사, 한국"
60,"직원, 건설, 약국, 키트, 검사"
61,"장관, 과학기술, 정보통신부, 이임, 청사"
62,"행사, 운동, 한국, 해변, 기자"
63,"독립, 판매, 신청, 서대문, 의장"
64,"후손, 독립유공자, 노컷뉴스, 위해, 해비타트"
65,"북한, 통일, 정부, 독트린, 장관"
66,"대구, 주차, 기온, 정보, 광주"
67,"분양, 중국, 서울, 한국, 미국"
68,"플랫폼, 서비스, 네이버, 거래, 중고"
69,"기술, 장관, 과학기술, 디지털, 선도"
70,"투자, 기업, 펀드, 글로벌, 창업"
71,"지원, 병원, 사업, 서비스, 모집"
72,"태평양, 음악, 일주, 기안, 당첨"
73,"분양, 가구, 아파트, 실장, 청약"
74,"배터리, 모델, 전기차, 공개, 에너지"
75,"시장, 유럽, 로봇, 독일, 현지"
76,"여성, 혐의, 경찰, 선수, 사진"
77,"학교, 고시엔, 일본, 교토, 국제고"
78,"서울, 아파트, 기자, 상승, 모습"
79,"유라, 사업, 부산, 마을, 민주"
80,"선수, 안세영, 올림픽, 협회, 배드민턴"
81,"투자, 파두, 금값, 센터, 최근"
82,"실습, 메타, 부검, 콘텐츠, 실험동물"
83,"세종, 기자, 금지, 재판매, 수술"
84,"의원, 대통령, 코로나, 민주당, 국민"
85,"메타, 정보, 서비스, 중국, 브랜드"
86,"학생, 교육부, 평원, 평가, 미래"
87,"인터파크, 커머스, 판매, 회생, 기업"
88,"의대, 교육, 장관, 위원회, 의료"
89,"중국, 준법, 대한, 올해, 지난"
90,"산갈치, 어린이집, 요금, 발견, 전기"
91,"셀트리온, 합병, 주주, 추진, 의견"
92,"투자, 증권, 자산, 가상, 토큰"
93,"사업, 조성, 컬리, 브랜드, 관광"
94,"경찰, 혐의, 서울, 후보자, 경찰서"
95,"교회, 이스라엘, 언론, 역사, 팔레스타인"
96,"반려동물, 미디어, 발인, 별세, 디자인"
97,"사업, 대장암, 기술, 일본, 통해"
98,"붕장어, 이란, 주말, 내일, 이스라엘"
99,"방송, 광복절, 사장, 사과, 기미가요"
100,"해리스, 부통령, 주택, 바이든, 정책"
