Topic,DetailedWords
1,"탈모, 머리, 모발, 가이드, 미쉐린"
2,"외무, 북한, 미국, 상이, 영업"
3,"정전, 아파트, 선생, 인권, 발생"
4,"치료, 보험, 옥수수, 혈관, 뇌졸중"
5,"대통령, 러시아, 뇌물, 콜롬비아, 피의자"
6,"스타, 행성, 좌석, 향신료, 브랜드"
7,"음악회, 대통령, 봉하, 생일, 노무현재단"
8,"오아시스, 티켓, 판매, 공연, 가격"
9,"시장, 미국, 물가, 생산, 금리"
10,"과장, 이야기, 임신, 총포, 경찰"
11,"제주, 분양, 가구, 세대, 청약"
12,"한국, 아나운서, 페이크, 기독교, 악어"
13,"기업, 기술, 사업, 시장, 미국"
14,"폭염, 서울, 기온, 전국, 오후"
15,"구분, 소유, 통증, 병원, 미국"
16,"의원, 의료, 의대, 총회, 의협"
17,"의료, 개혁, 교육부, 부총리, 취지"
18,"선수, 사격, 패럴림픽, 파리, 대통령"
19,"정육, 학교, 대장암, 급식, 초록"
20,"가자지구, 직원, 러시아, 백신, 접종"
21,"상장, 투자, 증권, 코리아, 공모"
22,"레티놀, 포도, 와인, 캠벨, 피부"
23,"도로, 발생, 싱크홀, 서울, 침하"
24,"컴퓨터, 학교, 과목, 저장, 학점"
25,"축구, 회장, 일본, 지정, 상품"
26,"기온, 폭염, 서울, 내일, 지역"
27,"지진, 발생, 연구, 한미, 대표"
28,"아마존, 막걸리, 코베, 리언, 병원"
29,"게임, 콘텐츠, 중국, 호연, 한국"
30,"시바, 총재, 통상, 자민당, 총리"
31,"교회, 해남, 노선, 에너지, 버스"
32,"대통령, 지사, 후보, 김동연, 노무현"
33,"우주, 사진, 사람, 페이크, 산업"
34,"꽃게, 가격, 마트, 서울, 기자"
35,"승강기, 해병대, 사단, 북한, 인증"
36,"베트남, 투자, 그룹, 기업, 사람"
37,"필리핀, 중국, 해경, 선박, 퇴직금"
38,"축제, 반딧불, 체포, 토스카, 무주"
39,"크론병, 환자, 증상, 치료, 검사"
40,"청약, 사전, 분양, 정부, 지연"
41,"대표, 대통령, 국민, 의원, 정부"
42,"회장, 단식, 의료, 의협, 대한의사협회"
43,"박진호, 전기차, 금메달, 사격, 화재"
44,"관세, 갑상선, 중국, 스토어, 전기차"
45,"페이크, 성범죄, 디지털, 마음, 작업"
46,"미국, 국내, 증시, 확대, 경기"
47,"감염, 확인, 환자, 파키스탄, 파자마"
48,"대출, 은행, 브라질, 주택, 투자"
49,"학교, 포르쉐, 박스터, 감소, 늘봄"
50,"질문, 열대야, 실시간, 영화, 에이"
51,"기후, 대출, 시험, 기자, 뱅크"
52,"베트남, 디자인, 장관, 사업, 기업"
53,"관문, 배당, 문경새재, 요법, 미국"
54,"오페라, 공연, 무대, 수면, 관객"
55,"게임, 생각, 공연, 사람, 강경"
56,"바오, 자원, 종이, 동물복지, 이전"
57,"자유, 주의, 당국, 소방, 화재"
58,"인텔, 파운드리, 사업, 스레드, 가족"
59,"체코, 시장, 대사, 민간, 투자"
60,"태풍, 주석, 조사, 타이베이, 검찰"
61,"코인, 테이블, 자산, 가상, 후보"
62,"지역, 일본, 중소기업, 그룹, 금융"
63,"낙태, 대통령, 트럼프, 운동, 관련"
64,"후보자, 업종, 채용, 남진, 사진"
65,"임신, 주택, 시술, 중절, 가구"
66,"흉터, 당첨번호, 그림, 당첨, 번호"
67,"식품, 식물성, 대체, 제품, 우유"
68,"대출, 한도, 경우, 실수, 모델"
69,"자동차, 사고, 경우, 손해, 혁신"
70,"여행, 추천, 코스, 네이버, 개미"
71,"농장, 방역, 발생, 브라질, 엑스"
72,"연금, 개혁, 수면, 국회, 주말"
73,"트럼프, 해리스, 대통령, 후보, 대선"
74,"아파트, 대출, 매매, 거래량, 서울"
75,"업무, 통상, 이스라엘군, 축제, 잠수교"
76,"대통령, 검찰, 수사, 정치, 국민"
77,"투자, 중국, 로봇, 툴젠, 기술"
78,"골드만삭스, 해수, 직원, 온도, 바다"
79,"벤틀리, 중국, 경기, 분양, 시장"
80,"기후, 환경, 시험, 능력, 수학"
81,"곰팡이, 금제, 수사, 온라인, 패션"
82,"회사, 고객, 홈쇼핑, 업계, 정관"
83,"아이폰, 애플, 기능, 통화, 녹음"
84,"미야자키, 대통령, 감독, 막사이사이상, 김정은"
85,"베를린, 여성, 교수, 소련, 포럼"
86,"전력, 신도시, 투자, 여성, 서울"
87,"서비스, 출시, 회의, 음성, 답변"
88,"노르웨이, 공주, 결혼식, 사업, 이세"
89,"브랜드, 오픈, 치킨, 식품, 출시"
90,"식품, 연구, 미생물, 음식, 섭취"
91,"재정, 정부, 우크라이나, 관광, 지출"
92,"상승, 지수, 주가, 엔비디아, 실적"
93,"성분, 총기, 단백질, 조사, 경찰"
94,"청년, 사랑, 웹툰, 봇핏, 이효석"
95,"국민, 개혁, 의료, 정부, 생명"
96,"이라크, 미군, 공격, 작전, 미국"
97,"어르신, 와인, 소금, 안전, 적용"
98,"미술관, 기자, 면역, 앞바다, 기능"
99,"여사, 심의, 혐의, 위반, 임차"
100,"투자, 주식, 채권, 두산, 버크셔"
