Topic,Words
1,"기업, 규제, 플랫폼, 한국, 서비스"
2,"노조, 공사, 건설, 해고, 간부"
3,"대표, 바이오, 에이, 비엘, 개발"
4,"핵무기, 지역, 중국, 북한, 미국"
5,"지역, 의료, 환자, 바리스타, 채용"
6,"일본, 팝업, 스토어, 브랜드, 키르"
7,"산업, 화재, 자동차, 소방, 발생"
8,"축제, 관광, 공연, 프로그램, 거리"
9,"한국, 기술, 통해, 광고, 미쉐린"
10,"혐의, 선고, 위반, 처벌, 바일스"
11,"맥주, 체코, 부산, 수제, 대통령"
12,"생산, 배터리, 전기차, 포드, 공장"
13,"교회, 커넥, 예배, 생명, 지원"
14,"당뇨병, 연구, 위험, 가구, 정보"
15,"기술, 반도체, 개발, 클라우드, 패키징"
16,"부산, 사진, 작가, 로봇, 작품"
17,"혁신, 디지털, 기업, 지원, 인재"
18,"상장, 거래소, 사업, 부동산, 심사"
19,"승차권, 추석, 혐의, 경찰, 예매"
20,"훈련, 독도, 실시, 방어, 정부"
21,"서울, 작품, 사업, 추진, 기자"
22,"갤럭시, 기능, 애플, 아이폰, 출시"
23,"기온, 그룹, 열대야, 내일, 전국"
24,"작가, 이야기, 소설, 거짓말, 작품"
25,"작품, 여사, 오바마, 부산, 고이즈미"
26,"청약, 거래, 분양, 가구, 서울"
27,"청년, 오피스텔, 하락, 가운데, 덕산"
28,"경찰, 카메라, 교회, 조사, 설치"
29,"세대, 춘천, 지역, 주민, 은퇴"
30,"사업, 일회용, 매장, 참여, 회수"
31,"데이터, 클라우드, 서비스, 센터, 람다"
32,"드론, 시스템, 이사, 피케, 젤라또"
33,"의료, 의협, 참여, 의사, 정부"
34,"중국, 관세, 조사, 목사, 대한"
35,"고혈압, 혈압, 주주, 해임, 증시"
36,"아만, 다리, 기자, 사진, 객실"
37,"매출, 국내, 유튜브, 넷플릭스, 규제"
38,"아프리카, 폭스, 지수, 얼굴, 콩고"
39,"화성, 바디, 지구, 갑상선암, 김재"
40,"선수, 북한, 올림픽, 한국, 셀카"
41,"임신, 중지, 정부, 교육, 디지털"
42,"발견, 서울, 빙하, 에어, 판매"
43,"금리, 미국, 시장, 글로벌, 경제"
44,"사고, 에스크로, 정산, 발생, 이커머스"
45,"사회, 노총, 대화, 민주, 국회"
46,"수사, 검찰, 여사, 심의, 결론"
47,"코로나, 유행, 질병, 관리, 환자"
48,"교과서, 검사, 정부, 역사, 일본"
49,"유조선, 공격, 예멘, 후티, 오픈"
50,"솔루션, 기업, 제공, 서비스, 관리"
51,"증권, 중국, 토큰, 투자, 포인트"
52,"복지, 시설, 안세영, 통해, 발생"
53,"꽃게, 유한양행, 신약, 바이오, 치료"
54,"의료, 체계, 상급, 종합병원, 병원"
55,"게임, 게임스컴, 부스, 카잔, 넥슨"
56,"투자, 기업, 스타트업, 빗썸, 나무"
57,"교회, 지역, 복음, 어르신, 한국"
58,"총리, 러시아, 협력, 중국, 양국"
59,"투자, 매출, 기업, 시장, 성장"
60,"대표, 북한, 금지, 대책, 발표"
61,"러시아, 전시, 우크라이나, 복용, 라핀"
62,"목사, 교회, 음주, 운전, 회장"
63,"정관, 확인, 조회, 라스베이거스, 지방"
64,"모비스, 지역, 사업, 법인, 충칭"
65,"대표, 제보, 직원, 보호, 병원"
66,"인증, 대표, 솔루션, 손바닥, 후지쯔"
67,"대통령, 훈련, 한미, 연습, 사령부"
68,"통장, 그룹, 감정, 정보, 경남"
69,"대표, 회담, 틱톡, 국민, 생중계"
70,"디지털, 서비스, 협력, 협약, 사업"
71,"이스라엘, 솔루션, 장관, 보안, 의원"
72,"후보자, 검사, 의장, 사면, 학폭"
73,"미국, 중국, 대통령, 민주당, 해리스"
74,"일본, 총리, 한국, 관계, 역사"
75,"외화, 공제, 토스, 뱅크, 송금"
76,"정자, 자동차, 스타트업, 로프, 태풍"
77,"하이퍼, 네이버, 관리, 이미지, 이해"
78,"대표, 술자리, 민주당, 의혹, 의원"
79,"운동, 최저임금, 외국인, 적용, 근로자"
80,"교토, 국제고, 일본, 고시엔, 학교"
81,"이용마, 시민, 기자, 병원, 오전"
82,"고객, 사업, 마케팅, 솔루션, 정보보호"
83,"대만, 금값, 사업, 분석, 건설"
84,"기업, 공모, 더존, 기관, 은행"
85,"북한, 정수기, 올해, 위원, 자산"
86,"이스라엘군, 헤즈볼라, 휴직, 레바논, 무급"
87,"개인정보, 청소년, 아동, 보호, 정책"
88,"배터리, 기아, 점검, 고객, 전기차"
89,"대출, 은행, 금리, 기업, 주택"
90,"이사장, 대통령, 카드, 의원, 검찰"
91,"전력, 수요, 공급, 브레이크, 박스"
92,"효성, 은퇴, 회장, 춘천, 조현준"
93,"소녀, 부문, 위안부, 아이티, 매출"
94,"학교, 협력, 시범, 중소기업, 금융"
95,"방통위, 위원장, 국회, 방송, 민주당"
96,"대학, 학생, 입원, 제품, 크로스파이어"
97,"방송, 신흥사, 유료, 엔비디아, 과정"
98,"영업, 상속세, 에어아시아, 해양, 라우"
99,"화재, 전기차, 배터리, 장관, 주택"
100,"한국, 네이처, 연구, 인덱스, 성과"
