Topic,DetailedWords
1,"증가, 올해, 더블, 라면, 갤럭시"
2,"우리금융, 펀드, 주택, 참여, 사업"
3,"엄마, 대학, 작가, 입학, 사람"
4,"드론, 어스, 화장품, 기업, 작업"
5,"투자, 인텔, 기업, 파운드리, 채권"
6,"기금, 지방, 집행, 소멸, 비위"
7,"부산, 대학, 지역, 경쟁률, 모집"
8,"대표, 기술, 네트워크, 클라우드, 테크"
9,"문제, 정부, 마을, 물가, 개혁"
10,"게임, 기업, 경제, 개발, 한국"
11,"의원, 민주당, 대표, 조국, 지난"
12,"전시, 모나리자, 공간, 작품, 콘텐츠"
13,"투자, 데이터, 인프라, 센터, 수입"
14,"중국, 미국, 전기차, 관세, 제재"
15,"호출, 폭발, 레바논, 헤즈볼라, 대만"
16,"한국, 행사, 백악관, 노인, 추석"
17,"미국, 트럼프, 대통령, 일본, 보험"
18,"일본, 체납, 픽업, 트럭, 제작"
19,"금융, 카드, 증가, 증권, 대출"
20,"연구, 건강, 판매, 노화, 학생"
21,"아파트, 가격, 서울, 대출, 주택"
22,"테스토스테론, 수치, 회장, 의대, 영향"
23,"연휴, 의료, 대통령, 병원, 추석"
24,"선수, 농로, 내비게이션, 스레드, 장사"
25,"공무원, 고이즈미, 다카, 의원, 자민당"
26,"남산, 곤돌라, 사업, 운영, 성심당"
27,"한국, 중국, 기업, 보급, 전기"
28,"사고, 수업, 학생, 경찰, 차량"
29,"문화, 행사, 이단, 한국, 축제"
30,"국립공원, 야생, 생물, 여사, 비단벌레"
31,"검찰, 수사, 대통령, 사건, 대한"
32,"러시아, 대통령, 이란, 대한, 방문"
33,"중국, 일본인, 대장암, 발생, 유전"
34,"의료, 나은, 곽튜브, 사과, 해결"
35,"국민, 민주당, 본회의, 국회, 법안"
36,"드라마, 아프리카, 도심, 중국, 김삼순"
37,"세계, 병원, 분야, 평가, 아산병원"
38,"포스, 베니, 오프, 미국, 마크"
39,"전략, 지역, 제주도, 지난, 접종"
40,"폭염, 기온, 서울, 추석, 최고"
41,"분양, 가구, 마약, 청약, 사범"
42,"러시아, 사과, 매체, 항생제, 보관"
43,"감염, 항생제, 비밀, 호국, 역량"
44,"고용, 계속, 지원, 지난해, 제도"
45,"헤즈볼라, 이스라엘, 폭발, 레바논, 무선호출기"
46,"고속도로, 차량, 방향, 해양, 오전"
47,"제철, 인수, 미국, 스틸, 대선"
48,"사업, 기술, 감사, 개발, 위해"
49,"식품, 보험, 위해, 성분, 해외"
50,"포스, 데이터, 고객, 에이전트, 기업"
51,"녹차, 도움, 연구, 건강, 위험"
52,"배터리, 스냅, 공개, 제품, 유럽"
53,"질환, 파이널, 산재, 테슬라, 구씨"
54,"발인, 별세, 오전, 부친상, 멤버십"
55,"신고, 의대, 지원, 지역, 직장"
56,"아마존, 사무실, 기업, 직원, 출근"
57,"몽골, 접종, 울란바토르, 예방접종, 지역"
58,"공장, 현대차, 판매, 체코, 생산"
59,"전기차, 체코, 한국, 수입, 중국산"
60,"의료, 응급실, 연휴, 환자, 추석"
61,"고객, 백화점, 위메프, 티몬, 계획"
62,"북한, 발사, 탄도미사일, 도발, 공개"
63,"애플, 페인트, 아이폰, 기능, 지원"
64,"안전, 학교, 기술, 교육청, 램프"
65,"디즈니, 지상파, 상품, 제공, 이용"
66,"고속버스, 기사, 교회, 사고, 복음"
67,"스팸, 불법, 과학기술, 혁신, 연구"
68,"우주, 워치, 연구, 갤럭시, 체성"
69,"엑스, 플레이, 관광, 게임, 통해"
70,"트럼프, 후보, 해리스, 암살, 시도"
71,"거래, 할인, 사업, 롯데, 스노우"
72,"업체, 대부, 금융, 지방, 운동"
73,"축구, 기자, 서울, 병원, 추석"
74,"태풍, 교수, 역사, 박물관, 명예"
75,"이미지, 기반, 서울, 녹음, 전시"
76,"집행, 위원, 라이, 바이오, 폰데"
77,"영상, 콘텐츠, 한국, 골프, 주식"
78,"의원, 글로벌, 한국, 대통령, 특별법"
79,"리츠, 부동산, 미국, 법안, 계약"
80,"일본, 시장, 게임, 출시, 르노"
81,"연금, 보험료, 인상, 소득, 지수"
82,"정원, 영상, 식물, 서비스, 분석"
83,"게임, 이용자, 서비스, 국내, 출시"
84,"대표, 국민, 위원장, 한동훈, 소통"
85,"보호, 생물, 지정, 야생, 서울"
86,"회장, 국제, 기능올림픽, 기술, 삼성"
87,"안전, 게임, 구역, 운빨존, 인기"
88,"온라인, 차량, 고산, 배달, 캐스퍼"
89,"청소년, 인스타그램, 계정, 부모, 메타"
90,"대출, 농협, 금융, 배달, 가계"
91,"펀드, 분야, 투자, 조성, 규모"
92,"증여, 혁신, 민주당, 후보, 오피스"
93,"플랫폼, 미국, 기업, 규제, 콘텐츠"
94,"개인정보, 정보, 육아휴직, 제도, 활용"
95,"고려아연, 영풍, 경영, 주주, 회장"
96,"영향, 가맹, 폭염, 기온, 정신건강"
97,"금리, 인하, 포인트, 시장, 미국"
98,"영화, 관객, 베테, 연휴, 흥행"
99,"조건, 경제, 문제, 재직, 지연"
100,"재건축, 임대, 임대주택, 강제, 학생"
