Topic,DetailedWords
1,"실향민, 축제, 문화, 전국, 속초"
2,"교황, 코미디언, 사람, 프란치스코, 세계"
3,"대상, 기업, 리딩, 대한민국, 기념"
4,"교회, 유목민, 사람, 치킨, 진화"
5,"대표, 체제, 솔드아웃, 채굴, 펀드"
6,"포사, 라마, 중국, 대통령, 대회"
7,"보안, 공급망, 취약점, 관리, 스패로우"
8,"배임죄, 상법, 주주, 폐지, 원장"
9,"공항, 김해, 미국, 베토벤, 교향곡"
10,"도드람, 삼겹살, 캔돈, 출시, 제품"
11,"진료, 교수, 병원, 환자, 서울대"
12,"북한, 러시아, 중국, 정상, 대통령"
13,"치료, 치매, 사장, 방송, 수면"
14,"대학교, 지수, 호주, 북한, 피해자"
15,"총장, 교수, 투표, 학교, 하나님"
16,"교황, 코인, 인간, 정상, 중국"
17,"협력, 측은, 사회, 문화, 지역"
18,"기온, 폭염, 더위, 소나기, 서울"
19,"쿠에른, 후티, 반군, 대표, 달러"
20,"지역, 계획, 보건, 의료, 과장"
21,"에어인천, 항공, 화물, 정년, 아시아나"
22,"호텔, 롯데, 한국, 금융, 시카고"
23,"우즈베키스탄, 대통령, 협력, 양국, 한국"
24,"제품, 엘지, 그나, 판매, 보수당"
25,"북한, 유엔, 인권, 장벽, 지난"
26,"디올, 기아, 업체, 서울, 가방"
27,"기자, 여사, 서울, 가방, 대통령"
28,"경찰, 혐의, 기자, 수사, 사고"
29,"월급, 복무, 개월, 광고, 전북"
30,"게임, 육우, 뎅기열, 신규, 갈비찜"
31,"정책, 산업, 한국, 국제, 협력"
32,"고속, 차량, 철도, 수출, 기술"
33,"그룹, 김밥, 회장, 현대차, 모비스"
34,"헌혈, 땅콩, 박람회, 테크, 스페인"
35,"조례, 제작, 교육, 교육감, 동아"
36,"상품, 쿠팡, 직원, 리뷰, 반려동물"
37,"운동, 통화, 카드, 관절, 제공"
38,"판다, 센터, 생산, 중국, 도요타"
39,"학대, 노인, 노인학, 경북, 신고"
40,"채용, 소음, 장관, 입사, 코인"
41,"경기도, 의회, 탄소, 배출, 인증"
42,"병원, 집단, 의료, 의사, 환자"
43,"중앙, 중국, 실크로드, 아시아, 정상"
44,"새마을금고, 정보, 부실, 그래핀, 금고"
45,"총선, 마크, 대통령, 극우, 프랑스"
46,"인신, 자율, 윤위, 협력, 신협"
47,"가상, 자산, 리움, 갤럭시, 워치"
48,"자살, 징계, 지난해, 증가, 변호사"
49,"국회, 민주당, 의원, 위원회, 회의"
50,"쿠팡, 광장시장, 상인, 장관, 노동자"
51,"의료, 국민, 기관, 국가, 한국"
52,"이스라엘, 하마스, 휴전, 요구, 인질"
53,"지역, 기자, 에너지, 출입구, 울산"
54,"보안, 통합, 협업, 시큐리티, 기업"
55,"애플, 엔비디아, 기업, 매출, 어도비"
56,"스테이지, 엑스, 할당, 주파수, 자본금"
57,"대만, 쿠팡, 배송, 중국, 상품"
58,"권익위, 신고, 최저임금, 심의, 미니"
59,"기술, 메모, 서비스, 활용, 네이버"
60,"관세, 중국, 전기차, 대한, 인상"
61,"애플, 배달, 웹툰, 기능, 국내"
62,"노조, 교섭, 노사, 협약, 파트너"
63,"협력, 우즈베키스탄, 한국, 산업, 경제"
64,"올림픽, 기자, 서울, 생활, 전국"
65,"금리, 인하, 대출, 대비, 테슬라"
66,"할인, 대표, 바줌, 재판, 대통령"
67,"우즈베키스탄, 대통령, 미르, 기자, 타슈켄트"
68,"매장, 헌혈, 뷰티, 화장품, 백화점"
69,"재건축, 대통령, 추진, 신탁, 방식"
70,"아이폰, 돼지고기, 디자인, 세대, 컨트리"
71,"피해자, 시인, 사람, 성폭력, 감염"
72,"대표, 검찰, 사건, 이란, 재판"
73,"한국, 위원, 튀르키예, 사업, 관광"
74,"통일, 대표, 위원회, 협의, 지난해"
75,"니코틴, 파우치, 담배, 센터, 사용"
76,"리릭, 캐딜락, 부산, 수박, 보관"
77,"제보, 뉴스, 전화, 이메일, 검색"
78,"개통, 구성역, 제품, 현장, 승진"
79,"중국, 업체, 자동차, 시장, 미국"
80,"사람, 쓰레기, 서울, 위촉, 사용"
81,"부문, 대표, 파트너, 사용, 플라스틱"
82,"러시아, 우크라이나, 푸틴, 대통령, 평화"
83,"에어컨, 재외동포, 교육, 냉방, 고려인"
84,"경기도, 경영, 기술, 기업, 중소기업"
85,"영상, 숏폼, 활용, 찰나, 상품"
86,"대표, 트럼프, 진보당, 대통령, 공화당"
87,"우량, 하이, 작가, 한국, 만화"
88,"의료, 신고, 참여, 집단, 기관"
89,"축제, 만두, 태화강, 운영, 지역"
90,"르노, 마스터, 코리아, 미국, 결제"
91,"지역, 사업, 뮤지컬, 투자, 계층"
92,"환자, 한국, 연합, 의료, 질환"
93,"총재, 메스, 지표, 물가, 둔화"
94,"정년, 일자리, 홈플러스, 연장, 진우"
95,"기온, 강원, 예상, 내륙, 오존"
96,"금리, 국채, 시장, 은행, 물가"
97,"내용, 사이트, 홈페이지, 해당, 도박"
98,"인질, 위원, 하마스, 이스라엘, 박물관"
99,"클립, 크리에이터, 네이버, 프로그램, 활동"
100,"데이터, 연구, 클라우드, 협약, 아마존"
