Topic,DetailedWords
1,"태양, 코로나, 업체, 우주, 한국"
2,"모기, 감염, 발생, 질병, 매개"
3,"애플, 서비스, 신용, 점수, 피부"
4,"기자, 강남구, 서울, 코엑스, 관람객"
5,"사고, 현장, 작업, 근로자, 시어서커"
6,"상공, 공인, 소상, 연합, 동네"
7,"대행, 지원, 대표, 서울시, 방송"
8,"제주, 광주, 민속촌, 비엔날레, 오후"
9,"반도체, 시장, 서버, 클라우드, 막걸리"
10,"치료, 코로나, 증권, 질병, 환자"
11,"제보, 문의, 카톡, 연합뉴스, 기사"
12,"일자리, 지역, 대상, 산업, 전국"
13,"타이어, 한국, 인치, 글로벌, 판매"
14,"전기차, 화재, 배터리, 정보, 지하"
15,"한국, 송환, 몬테네그로, 미국, 결정"
16,"인도, 금리, 중앙은행, 기준금리, 인플레"
17,"정책, 예산, 통법, 후보자, 폐지"
18,"사업, 학교, 센터, 교육, 시설"
19,"질환, 발생, 사망자, 오후, 폭염"
20,"카카오, 위원장, 구속, 조종, 김범수"
21,"러시아, 우크라이나, 공격, 쿠르스크, 미국"
22,"갤럭시, 중소기업, 팔도, 제품, 올림픽"
23,"한컴, 국가, 세대, 중국, 돌풍"
24,"소나기, 열대야, 기온, 폭염, 지역"
25,"은행, 일보, 브랜드, 코치, 한국어"
26,"쿠바, 치료, 북한, 콜라겐, 모자"
27,"후보자, 의원, 과학기술, 대해, 장관"
28,"보안, 시스템, 무대, 통해, 정책"
29,"루이스, 감독, 상품, 영화, 선물"
30,"탄소, 서울시, 거래, 규제, 에너지"
31,"기업, 사업, 고객, 렉스, 싱글"
32,"조류, 버튼, 녹조, 지난, 조난"
33,"이사, 임명, 방통위, 방문진, 신청"
34,"교육지원청, 판매, 라이드, 텔루, 교육"
35,"재단, 나눔, 지원, 한국, 선발"
36,"매출, 브랜드, 성장, 영업, 이익"
37,"건설, 공항, 지역, 업체, 심장"
38,"의료, 안전, 질환, 폭염, 종합병원"
39,"이스라엘, 목사, 체포, 용소, 고문"
40,"매출, 영업, 기록, 대비, 청소년"
41,"이스라엘, 이란, 공격, 미국, 전쟁"
42,"관광, 사업, 평가, 출자, 광주"
43,"베트남, 곤지암, 기업, 투자, 진행"
44,"매출, 출시, 영업, 대비, 증가"
45,"와인, 국내, 소비, 생산, 리스트"
46,"귀순, 북한, 주민, 기관, 인원"
47,"교수, 한국, 시장, 증권, 토큰"
48,"치킨, 마트, 이마트, 고객, 홈플러스"
49,"데이터, 기능, 스패너, 거래, 클라우드"
50,"영업, 매출, 증가, 감소, 이익"
51,"올림픽, 파리, 선수, 김유진, 경기"
52,"금리, 증시, 하락, 은행, 진도"
53,"로봇, 승강기, 모빌리티, 서비스, 엘리베이터"
54,"상담, 전화, 위기, 임산부, 오후"
55,"복권, 지사, 사면, 대통령, 대상자"
56,"보상금, 지급, 제주, 대한, 수형"
57,"교육, 교육지원청, 교육장, 과장, 매매"
58,"콜센터, 교육, 출전, 피리, 수아"
59,"공급, 서울, 주택, 그린벨트, 정부"
60,"강원, 리릭, 발전, 국제, 트리"
61,"북한, 올림픽, 스마트폰, 삼성, 선수단"
62,"시신, 중국, 자료, 업체, 바오"
63,"배터리, 전기차, 정보, 공개, 화재"
64,"가맹, 계약, 내용, 업자, 점사"
65,"별내선, 운행, 혐의, 김호중, 개통"
66,"바비큐, 고기, 펜디, 호미, 지정"
67,"병원, 전공, 사직, 처리, 모집"
68,"우주, 올림픽, 대통령실, 회담, 대표"
69,"대통령, 통신, 검찰, 수사, 정보"
70,"안랩, 보안, 환자, 의료, 위협"
71,"매각, 입찰, 보험, 인수, 예보"
72,"가입자, 스카이라이프, 서비스, 인터넷, 작품"
73,"미국, 침체, 증가, 경제, 포인트"
74,"주택, 공급, 파트, 비아, 매입"
75,"예매, 이란, 승차권, 이스라엘, 하니"
76,"한우, 미국, 큐셀, 한화, 연해주"
77,"러시아, 원금, 제공, 북한, 최대"
78,"데보션, 개발자, 사례, 테크, 데이"
79,"행사, 진행, 기술, 디지털, 포렌식"
80,"계약, 이용, 의원, 국내, 질환"
81,"유방, 진단, 지원, 유방암, 촬영"
82,"브라운, 용기, 사용, 데이, 팥빙수"
83,"부산, 여사, 마을, 지원, 방문"
84,"서비스, 기술, 기업, 개발, 제공"
85,"해리스, 부통령, 후보, 트럼프, 대선"
86,"권익위, 방사선치료, 사건, 처리, 사진"
87,"물류, 올리브영, 센터, 글로벌, 해외"
88,"라면, 배추, 선물, 클라우드, 제품"
89,"교사, 신용, 평가, 학생, 디지털교과서"
90,"보험, 의원, 후보자, 정부, 회의"
91,"실업, 수당, 청구, 시장, 미국"
92,"판매, 환불, 소비자, 공사, 카드"
93,"민주당, 대표, 국민, 발의, 특검법"
94,"이사, 벤츠, 언론, 방송, 차량"
95,"기후, 행진, 뮤지컬, 김희재, 정의"
96,"바이오, 데이터, 기술, 투자, 상장"
97,"파리, 바게뜨, 가맹, 미국, 코사무이"
98,"멸균, 메이플스토리, 던전앤파이터, 기업, 에코"
99,"청년, 메뉴, 협약, 파리, 지원"
100,"지진, 발생, 일본, 카이, 규모"
