Topic,Words
1,"모델, 전기차, 개발, 지원, 공개"
2,"인텔, 담낭, 발표, 사업, 반도체"
3,"매출, 편의점, 증가, 백화점, 비중"
4,"나은, 곽튜브, 이현주, 영상, 공간"
5,"교과서, 보름달, 슈퍼문, 거리, 지구"
6,"중국, 훈련, 호주, 펭귄, 한국"
7,"재건축, 통행료, 미납, 구진, 게실"
8,"센터, 대표, 미국, 물류, 관광"
9,"음식, 명절, 이란, 나눔, 명상"
10,"인구, 지역, 기기, 충전, 보험"
11,"작업, 핵연료, 반출, 잔해, 후쿠시마"
12,"투자, 주식, 하락, 지수, 투자자"
13,"지역, 대구, 기자, 대전, 최고"
14,"반려견, 영국, 의원, 추석, 권리"
15,"북한, 통일, 장관, 대표, 민통선"
16,"유로파, 배민, 맥주, 클리퍼, 배달"
17,"치매, 치료, 청약, 아동, 사람"
18,"연봉, 타이어, 시스템, 정부, 정보"
19,"추석, 서울, 기자, 시민, 기온"
20,"마트, 한우, 롯데, 환수, 센터"
21,"검색, 퍼플, 시티, 서비스, 유열"
22,"외무, 러시아, 대출, 푸틴, 대통령"
23,"가입, 주택연금, 수령, 프랑스, 초기"
24,"경찰, 조사, 범행, 혐의, 인천"
25,"제목, 사진, 서비스, 텔레그램, 회장"
26,"알루미늄, 커피, 사용, 피부, 노화"
27,"카본, 코리아, 우크라이나, 이산화탄소, 장거리"
28,"할인, 서비스, 제공, 출시, 협업"
29,"빙수, 선교사, 수련, 케냐, 그린"
30,"애플, 아이폰, 출시, 기능, 시리즈"
31,"타이어, 스티, 마제, 작품, 주행"
32,"주택, 응급의료, 사회, 운영, 체계"
33,"묘향산, 아웃도어, 패딩, 반려견, 반려동물"
34,"연어, 우주, 디지털, 건강, 비타민"
35,"건설, 인도, 관리, 건물, 제공"
36,"증가, 연금, 지출, 경우, 유방암"
37,"노조, 사업, 공사, 교통, 교섭"
38,"한의원, 사고, 지방, 건물, 성분"
39,"리츠, 유상증자, 헌터, 때문, 한국"
40,"전기차, 판매량, 수입, 출시, 판매"
41,"장관, 원자력, 한국, 총회, 국제"
42,"금융, 디즈니, 기업, 한지, 은행"
43,"이스라엘, 헤즈볼라, 더블, 매장, 네타냐후"
44,"보험, 사기, 기업, 파트너, 의원"
45,"금융, 회장, 투자, 간담, 지주"
46,"나무, 위키, 방심위, 코스닥, 정보"
47,"인하, 금리, 한국, 러시아, 미국"
48,"여성, 결혼, 질경이, 공개, 자산"
49,"이벤트, 추석, 진행, 통해, 선물"
50,"채석장, 채석, 석재, 도성, 창신동"
51,"보험, 보험금, 보험사, 삼성, 노컷뉴스"
52,"집행, 행위, 위원, 숙취, 라이"
53,"부근, 서울, 방향, 분기점, 정체"
54,"하이브, 갤럭시, 울트라, 척추관, 수술"
55,"대통령, 화폐, 가상, 우크라이나, 트럼프"
56,"하청, 업체, 조선, 건설, 행사"
57,"출근, 아마존, 직원, 사무실, 재택근무"
58,"면세점, 치매, 신라, 호텔, 증상"
59,"라우스, 트럼프, 용의자, 대통령, 수사"
60,"정년, 질환, 출산, 마음, 연장"
61,"대표, 상황, 국민, 추석, 의료"
62,"연금, 퇴직, 하나님, 국내, 보험"
63,"레이스, 토요타, 황태, 포르쉐, 기자"
64,"접종, 이란, 인플루엔자, 도박, 예방접종"
65,"주택, 명절, 심장, 이재명, 추석"
66,"태풍, 장병, 부대, 상하이, 장관"
67,"선물, 올해, 신고, 서비스, 멤버십"
68,"데이터, 기업, 기술, 낸드, 개발"
69,"러시아, 메타, 주행, 자율, 조치"
70,"사단, 대통령, 장병, 방문, 육군"
71,"아파트, 거래, 서울, 지난, 올해"
72,"공급, 장비, 반도체, 예정, 언론"
73,"학습, 영어, 불꽃, 지구, 추석"
74,"총리, 제트기, 미국, 제주, 일본"
75,"고려아연, 울산, 기업, 의회, 북한"
76,"배아, 충전, 인공, 라운지, 기간"
77,"미스터리, 게임, 소개, 작가, 아동학대"
78,"내일, 오늘, 추석, 폭염, 기온"
79,"뷰티, 사망, 컬리, 소강, 플라스틱"
80,"교육, 지역, 사회, 한길, 메탄"
81,"증가, 리큐르, 지난해, 하이, 일본"
82,"대통령, 트럼프, 대한, 사건, 특검법"
83,"콤스, 혐의, 운동, 지난, 성폭행"
84,"오후, 지수, 하락, 경기, 포인트"
85,"축제, 문화, 목포, 프로그램, 음식"
86,"케이블카, 서울시, 이용, 정선, 계획"
87,"병원, 환자, 응급실, 의료, 진료"
88,"시장, 노선, 중국, 개통, 향사"
89,"문학, 한국, 행사, 호텔, 문화"
90,"물체, 경찰, 이회영, 코인, 굴절률"
91,"집단, 일반, 응답, 명절, 가족"
92,"대통령, 수사, 시장, 알츠하이머, 여사"
93,"현대, 커넥트, 부산, 백화점, 가격"
94,"탈춤, 축제, 사직, 틱톡, 의원"
95,"북한, 스웨덴, 선수, 외교관, 대회"
96,"연극, 생각, 극장, 극단, 홈쇼핑"
97,"미국, 배치, 미사일, 계획, 러시아"
98,"후보, 선거, 총리, 대표, 교육감"
99,"소비, 이용, 청년, 트렌드, 문화"
100,"브런슨, 지명자, 사령관, 사령부, 한미"
