Topic,Words
1,"오늘, 사람, 애정, 재물, 중국"
2,"학교, 캄보디아, 아동, 교실, 수술"
3,"피해자, 사진, 여성, 성적, 경우"
4,"군의관, 병원, 파견, 의료, 응급실"
5,"오픈, 가구, 오라클, 모델, 미국"
6,"중앙, 북한, 김정은, 보도, 재판매"
7,"의료, 청도, 로봇, 환자, 기관"
8,"기술, 개발, 수소, 에너지, 배터리"
9,"기업, 체불, 사업, 감독, 임금"
10,"사고, 경찰, 노컷뉴스, 차량, 단속"
11,"바이오, 가족, 직원, 직스, 행사"
12,"스포츠, 한화, 생명, 세트, 우승"
13,"대만, 중국, 시장, 감자, 국내"
14,"기능, 텔레, 텔레그램, 프로젝트, 로프"
15,"시장, 중국, 전기차, 산업, 글로벌"
16,"관광, 럭셔리, 한국, 행사, 부산"
17,"민주당, 의원, 국민, 정부, 국회"
18,"교육, 위원회, 정부, 교육감, 서비스"
19,"기온, 직장, 최고, 지역, 폭염"
20,"단체, 대표, 대통령실, 의사, 협의"
21,"아이오, 전기차, 주행, 최고, 자동차"
22,"북한, 풍선, 지난, 대북, 쓰레기"
23,"의대, 논의, 의료, 증원, 정원"
24,"사업, 기업, 지원, 대학, 건설"
25,"광주, 비엔날레, 전시, 작품, 참여"
26,"야기, 베트남, 태풍, 중국, 피해"
27,"혈관, 뷰티, 브랜드, 경우, 질환"
28,"미국, 투자, 하락, 우려, 경기"
29,"기능, 갤럭시, 외국인, 퀀텀, 지난"
30,"고객, 가전, 기능, 제공, 서비스"
31,"협력, 양국, 한일, 총리, 관계"
32,"감염, 사례, 환자, 조류, 미국"
33,"여사, 검찰, 사건, 수사, 심의"
34,"행사, 강원, 참여, 소상, 공인"
35,"골격계, 사업, 수소, 개선, 작업"
36,"서울, 갤러리, 프리즈, 작품, 아트"
37,"학교, 미디어, 콘텐츠, 지니, 지역"
38,"선수, 대통령, 파리, 경기, 금메달"
39,"교회, 수수료, 목사, 분수, 부동산"
40,"기술, 주택, 예측, 공간, 연구원"
41,"대출, 금융, 금고, 주택, 정책"
42,"서비스, 기업, 구직, 플랫폼, 채용"
43,"후보, 혁신, 민주당, 곡성, 대표"
44,"축제, 무주, 분야, 반딧불, 특허"
45,"관광, 동해, 포항, 공사, 치료"
46,"작품, 여행, 전시, 한국, 강대"
47,"범죄, 예방, 청소년, 서비스, 메시지"
48,"이란, 러시아, 미국, 우크라이나, 학교"
49,"음모론, 체육관, 파리, 광부, 문화"
50,"집회, 부산, 해운대, 교회, 영국"
51,"위원, 최고, 대학교, 음악, 학사"
52,"한국, 사업, 예산, 정부, 행사"
53,"교정, 골반, 도움, 경추, 랜드"
54,"실장, 대출, 대해, 부동산, 정책"
55,"가격, 석유, 신고, 기업, 추석"
56,"이스라엘, 요르단, 이스라엘군, 공격, 사망"
57,"풍선, 북한, 쓰레기, 지난, 낙하"
58,"금리, 은행, 담대, 사막, 대출"
59,"케이스, 성심당, 충전, 튀김, 버즈"
60,"롯데, 기후, 인하, 고용, 시장"
61,"애플, 아이폰, 서비스, 불면증, 호텔"
62,"웹툰, 의대, 중도, 대학, 탈락자"
63,"배터리, 전기차, 화재, 제보, 충전기"
64,"부산, 송전, 지역, 장애, 사업"
65,"독도, 건설, 해녀, 명상, 쓰레기"
66,"대통령, 일본, 총리, 방문, 에어비앤비"
67,"총리, 프랑스, 시위, 마크, 임명"
68,"공연, 게오르규, 토스카, 관객, 무대"
69,"고객, 영화, 제공, 매직, 콘텐츠"
70,"진료, 응급의료, 병원, 환자, 센터"
71,"대출, 증가, 은행, 신용, 금융"
72,"한국, 교회, 작가, 로잔, 대회"
73,"원유, 지원, 피해, 선물, 미국"
74,"그룹, 축제, 회장, 사업, 위해"
75,"비만, 캐피탈, 유튜브, 조항, 모집"
76,"인터넷, 장애, 사용, 러시아, 인증"
77,"연료, 탄소, 미국, 에탄올, 낙찰"
78,"작품, 김대중, 바이올린, 대통령, 토론"
79,"대통령, 대표, 정부, 문자, 검찰"
80,"기업, 반도체, 센터, 제품, 스타트업"
81,"보잉, 주택, 대출, 실수, 잠정"
82,"수련, 아일랜드, 영국, 총리, 기술"
83,"이스라엘군, 에이, 시위, 조사, 총격"
84,"광고, 영상, 콘텐츠, 학대, 구청"
85,"우크라이나, 러시아, 러시아군, 드론, 암컷"
86,"배달, 수수료, 기술, 업계, 한국"
87,"아파트, 시티, 에코, 지구, 청약"
88,"미국, 중국, 경제, 고용, 금리"
89,"펭귄, 동물원, 아프리카, 메릴랜드, 보호"
90,"대통령, 트럼프, 해리스, 대선, 후보"
91,"노조, 교섭, 동행, 삼성, 일화"
92,"국방부, 뉴라이트, 역사, 생각, 미국"
93,"징계, 변호사, 대법관, 신약, 단백질"
94,"대출, 담대, 신용, 은행, 가계"
95,"토론, 사업, 주택, 트럼프, 티르"
96,"의료, 증원, 정부, 도지사, 의대"
97,"옴부, 자민당, 규제, 선거, 고이즈미"
98,"폭포, 카이퍼, 등반, 선물, 목사"
99,"게임, 평화, 행사, 스포츠, 시장"
100,"구글, 사업, 독점, 법무부, 환경오염"
