Topic,Words
1,"금융, 보안, 위협, 보고서, 은행"
2,"축제, 던파, 태풍, 창원, 보건"
3,"고속도로, 사업, 기사, 최저임금, 우버"
4,"테크, 이사, 리걸, 치매, 방송"
5,"뉴스, 회피, 두산, 밀프렙, 정치"
6,"질환, 발생, 누적, 구역, 낙뢰"
7,"환자, 의료, 병원, 응급실, 진료"
8,"내용, 이익, 상반기, 은행, 주가"
9,"금리, 시장, 삼립, 미국, 중심"
10,"부산, 비엔날레, 작품, 전시, 참여"
11,"재건축, 반포, 조합원, 낙찰, 경매"
12,"실업, 고용, 시장, 수당, 포인트"
13,"서울, 프리즈, 갤러리, 아트, 올해"
14,"북한, 기술, 사업, 정보, 클라우드"
15,"다이아몬드, 보츠와나, 인도, 광산, 조계종"
16,"라면, 부산, 애정, 재물, 지엄"
17,"코로나, 할인, 기자, 해외, 관리"
18,"정책, 세종, 연합뉴스, 배당, 연구원"
19,"우크라이나, 러시아, 녹색, 지역, 성장"
20,"중국, 외국인, 디디추싱, 기록, 일본"
21,"한우, 베트남, 시장, 수출, 케이"
22,"사업, 기업, 기술, 솔루션, 전력"
23,"관광객, 개회, 지역, 한국인, 센강"
24,"유심, 헬로모바일, 편의점, 국가, 세븐일레븐"
25,"대출, 주택, 가계, 부동산, 금리"
26,"영상, 허위, 성적, 정보, 패스"
27,"아들, 임영웅, 공연, 영화, 여행"
28,"제품, 원전, 민방위, 공군, 푸틴"
29,"제보, 뉴질랜드, 검색, 현지, 뉴스"
30,"버스, 의대, 경기도, 협의, 경기"
31,"이스라엘, 레이저, 휴전, 바이든, 상황"
32,"투자, 캐피탈, 엔씨소프트, 수익, 개선"
33,"서비스, 데이터, 제공, 연말정산, 공제"
34,"작가, 용적률, 바이오, 웨이브, 대표"
35,"학교, 교육, 자율, 한글, 로봇"
36,"보안, 마에스트로, 이브, 시큐리티, 엔터테인먼트"
37,"주택, 가구, 라이브, 커머스, 분양"
38,"한국, 환경, 학생, 협력, 생태"
39,"미국, 해리스, 트럼프, 민주당, 대통령"
40,"근육, 지음, 저자, 작곡가, 작품"
41,"요트, 린치, 중국, 시신, 수습"
42,"화재, 호텔, 단계, 오후, 투숙"
43,"타이, 비행, 포르쉐, 액시온, 한국"
44,"의원, 환자, 법안, 국회, 위원회"
45,"비누, 후보자, 위반, 오늘, 운세"
46,"교육, 한국, 청년, 교회, 단원"
47,"선수, 대통령, 선수단, 격려, 행사"
48,"택시, 선거법, 인도네시아, 지역, 개정"
49,"사업, 정부, 관광객, 장비, 대해"
50,"중국, 은행, 난청, 태풍, 발레"
51,"회장, 교회, 판결, 목사, 관장"
52,"대표, 회장, 국민, 중소기업, 중앙회"
53,"이미지, 네이버, 기술, 모델, 음성"
54,"청년, 아동, 에어팟, 열대야, 사고"
55,"단체, 숙박업소, 발생, 오후, 화재"
56,"회장, 양궁, 서울, 정의선, 호텔"
57,"정책, 과장, 관실, 지역, 일본"
58,"소설, 한국, 튜더, 이강, 인물"
59,"폐지, 통법, 단말기, 정책, 유통"
60,"기업, 산업, 기술, 혁신, 지능"
61,"게임, 게임스컴, 대표, 글로벌, 광주"
62,"혈소판, 외국인, 로열젤리, 위험, 스티븐"
63,"창작, 스토리, 문화, 투자, 플랫폼"
64,"중국, 덩샤오핑, 연구, 주석, 개발"
65,"훈련, 대응, 연습, 정보, 정부"
66,"배터리, 부가, 결제, 의료사, 위원장"
67,"지역, 주민, 피해자, 동물, 인도"
68,"점유, 스마트폰, 출시, 시장, 국내"
69,"꽃게, 마트, 롯데, 이마트, 판매"
70,"한컴, 회장, 대표, 위드, 그룹"
71,"선수, 후보, 대회, 연설, 자유"
72,"기온, 폭염, 전국, 내일, 서울"
73,"배터리, 그룹, 연구소, 현대차, 지역"
74,"전기차, 화재, 배터리, 충전, 발생"
75,"스토리, 도입, 퓨어, 확인, 챗봇"
76,"의료, 응급실, 대회, 위원장, 산모"
77,"교육, 낙동강, 결제, 버스, 지난"
78,"영화제, 세계, 대표, 기술, 개발"
79,"한화, 우주, 괴담, 폭스, 민주당"
80,"차량, 기술, 시스템, 필름, 유리"
81,"방사, 수산물, 방류, 오염수, 물가"
82,"합병, 이노베이션, 주주, 가치, 국민연금"
83,"서울, 기구, 사진, 공연, 기자"
84,"교토, 국제고, 일본, 고시엔, 야구"
85,"전어, 민어, 패션, 여름, 서울"
86,"협력, 중국, 산업, 글로벌, 시장"
87,"이스라엘, 휴전, 가자지구, 하마스, 수신료"
88,"대변인, 의료, 의협, 위원장, 서울"
89,"수수료, 기준, 지급, 리테일, 증권사"
90,"치킨, 세계, 사람, 운동, 대회"
91,"대통령, 행동, 지원, 러시아, 사업"
92,"주가, 미국, 경기, 증시, 지수"
93,"가족, 정신질환, 환자, 조사, 경험"
94,"대출, 은행, 금리, 기자, 예매"
95,"티맥스, 티맥스소프트, 그룹, 가스, 영화"
96,"임신, 중지, 여성, 스웨덴, 탈레반"
97,"철도, 캐나다, 노조, 협상, 복용"
98,"가격, 서울, 콘텐츠, 대한, 티맵"
99,"금리, 동결, 인하, 기준금리, 금통위"
100,"월드, 코인, 기술, 방송, 중계"
