Topic,Words
1,"인도, 공장, 삼성, 노동자, 첸나이"
2,"헬기, 팝업, 소방, 운영, 식물"
3,"지구, 소행성, 주위, 공전, 병원"
4,"헤즈볼라, 이스라엘, 레바논, 공습, 아킬"
5,"운행, 결정, 열차, 몬테네그로, 구간"
6,"결혼, 여인, 데이팅, 엘리사, 일본"
7,"치료, 환자, 절제, 증상, 내시경"
8,"롤라, 키부츠, 뮤지컬, 아내, 재산"
9,"미니, 컨트리, 기자, 공간, 홍수"
10,"페라이트, 쌍둥이, 통신, 코어, 폭발"
11,"배출, 연금, 분리, 학교, 소득"
12,"소비자, 모델, 푸시킨, 브랜드, 국내"
13,"제보, 뉴스, 채널, 검색, 추가"
14,"중앙은행, 총재, 르드, 세계, 라가"
15,"유방, 초음파, 검사, 진단, 자동"
16,"수이, 라나, 코인, 물량, 부종"
17,"로잔, 기술, 투자, 대표, 목사"
18,"고려아연, 사외이사, 파트너, 영풍, 이사회"
19,"청년, 미국, 정책, 빅컷, 이사"
20,"달리기, 항공, 하와, 이안, 알래스카항공"
21,"지역, 이시카와현, 일본, 센터, 가동"
22,"호우, 지역, 피해, 상황, 대피"
23,"가구, 지구, 선도, 재건축, 마을"
24,"맥스, 코스, 충남, 가격, 청년"
25,"스님, 진단, 사형수, 한국, 환자"
26,"반도체, 인텔, 마라톤, 남편, 대회"
27,"섭취, 운동, 도움, 예방, 건강"
28,"산업, 기업, 협력, 기술, 아시아"
29,"게임, 스마트폰, 더블, 출시, 시장"
30,"건강, 임금, 체불, 청산, 전자담배"
31,"투자, 금융, 주식, 혁신, 교육"
32,"청년, 서비스, 호텔, 배민, 테이블"
33,"항공, 승객, 비행기, 기내식, 마리"
34,"게임, 신작, 달걀, 저축은행, 넥슨"
35,"탈모, 중국, 모발, 중양, 부하"
36,"샴페인, 서울, 인구, 최종, 출생"
37,"경찰, 사기, 설치, 전세, 오피스텔"
38,"투자, 금융, 서비스, 고객, 시장"
39,"대통령, 정상, 미국, 회의, 바이든"
40,"하락, 휴가, 인터내셔널, 다우, 연휴"
41,"빙하, 스웨, 게임, 소송, 후보"
42,"축제, 김밥, 린지, 댄스, 김천"
43,"목사, 교회, 말씀, 기도, 성도"
44,"클라우드, 세계, 경제, 글로벌, 통화"
45,"청소년, 사용, 규제, 의료, 인스타그램"
46,"만찬, 대표, 국민, 박수홍, 대통령"
47,"이병, 혐의, 구금, 북한, 선고"
48,"대출, 은행, 주택, 모집, 부동산"
49,"총기, 시장, 소년, 지난, 태국"
50,"체코, 대통령, 방문, 윤석열, 일정"
51,"서울, 기자, 상황, 블록, 회의"
52,"쌍둥이, 병원, 페이크, 청년, 스님"
53,"아빠, 소방관, 투자자, 남편, 엄마"
54,"아이폰, 애플, 출시, 프로, 기능"
55,"플랫폼, 기업, 사진, 연합뉴스, 개발"
56,"꽃게, 주행, 테슬라, 기능, 자율"
57,"축제, 검찰, 구형, 코끼리, 대표"
58,"하나님, 교회, 사람, 신앙, 박사"
59,"가전, 사건, 반려동물, 다마고치, 분양"
60,"패션, 홈쇼핑, 방송, 디자이너, 브랜드"
61,"독자, 중국, 기자, 지역, 러시아"
62,"석류, 공정위, 유통업, 때문, 기술"
63,"전쟁, 확인, 적색, 신원, 주의자"
64,"투표, 사전, 자산, 가상, 현장"
65,"금동, 정원, 전시, 고분, 신발"
66,"민주당, 금투세, 폐지, 대표, 투자자"
67,"근무, 연휴, 의료, 응급실, 정부"
68,"위치, 온실, 전용, 아파트, 스마트"
69,"커피, 카페인, 증가, 국산, 다방"
70,"동의, 지구, 선도, 자유, 예배"
71,"후보, 트럼프, 암살, 어스, 운동"
72,"유니티, 홈런, 사막, 중국, 커머스"
73,"미국, 틱톡, 아까시나무, 아킬, 러시아"
74,"당첨번호, 당첨, 번호, 로또, 맞힌"
75,"아부다비, 빌라, 제공, 투어, 공격"
76,"의대, 등록, 학기, 학년, 재적"
77,"가격, 미국, 하락, 인하, 상승"
78,"체코, 도서관, 국립, 방문, 대통령"
79,"섬유질, 변비, 법률, 음식, 도움"
80,"식물원, 전작, 경우, 아이폰, 촬영"
81,"투표, 행사, 지역, 미국, 지난"
82,"경기, 판매, 선수, 문화, 축구"
83,"이스라엘, 유엔, 전쟁, 혁신, 대표"
84,"오후, 전남, 도로, 기자, 강풍"
85,"부산, 도로, 침수, 피해, 오전"
86,"청년, 문제, 개표, 사회, 한글"
87,"드론, 축구, 여관, 시험, 대회"
88,"정보, 스미싱, 계정, 피해, 탈취"
89,"제품, 브랜드, 인기, 출시, 믹스"
90,"금리, 인하, 카카오, 포인트, 변동"
91,"북한, 러시아, 공연, 홍콩, 운행"
92,"삐삐, 폭발, 헤즈볼라, 소식통, 전갈"
93,"체코, 협력, 철도, 장관, 한국"
94,"기업, 창업, 투자, 한국, 지원"
95,"관광, 민증, 커피, 극장, 할인"
96,"공습, 레바논, 이스라엘, 남부, 이스라엘군"
97,"미국, 경제학, 불평등, 사람, 판막"
98,"공천, 국민, 여사, 개입, 의혹"
99,"인텔, 퀄컴, 인수, 손준호, 중국"
100,"구속, 의사, 전공, 의료, 블랙리스트"
