Topic,Words
1,"대통령, 이스라엘, 미국, 헤즈볼라, 폭발"
2,"비행, 드론, 날개, 제어, 날갯짓"
3,"호우, 주의보, 오후, 아파트, 기자"
4,"의원, 대통령, 주장, 지난, 북한"
5,"우크라이나, 대출, 러시아, 동결, 자산"
6,"사람, 신천지, 부인, 서밋, 월정사"
7,"간호, 부회장, 총회, 협회, 간호사"
8,"버스, 교통, 운행, 화성시, 공사"
9,"후보, 인하, 빅컷, 공연, 일화"
10,"포르쉐, 중국, 애플, 시장, 판매"
11,"코끼리, 홍콩, 작가, 작품, 엄정"
12,"이익, 가격, 주가, 공급, 하이닉스"
13,"경쟁률, 청담, 청약, 전용, 가구"
14,"구역, 한남, 건설, 입찰, 삼성"
15,"통일, 평화, 실장, 북한, 주장"
16,"공장, 파업, 삼성, 로타리, 세계"
17,"과장, 발레단, 국립발레단, 유니버설, 과학기술"
18,"교황, 한국, 교단, 알현, 프란치스코"
19,"스님, 삼중, 사형수, 사람, 활동"
20,"쌍둥이, 교수, 분만, 병원, 출산"
21,"매출, 나이키, 가격, 배추, 교통"
22,"반도체, 넷플릭스, 홍삼, 러시아, 한국"
23,"시스템, 손실, 투자, 법인, 신용등급"
24,"퇴직, 동의, 연금, 개국, 대한"
25,"애플, 피해, 시장, 스마트폰, 구제"
26,"협력, 양국, 체코, 대통령, 알라"
27,"연구, 교육감, 난청, 사회, 연구소"
28,"셰프, 농가, 반려동물, 대표, 기자"
29,"전시, 스마트, 문화, 작가, 마켓"
30,"명상, 스님, 선명, 진우, 불교"
31,"수소, 현대차, 스코다, 모빌리티, 체코"
32,"이스라엘, 헤즈볼라, 레바논, 공습, 이스라엘군"
33,"테이프, 셀룰라이트, 문학상, 사용, 도서관"
34,"의사, 의료, 혐의, 경찰, 의대"
35,"사회, 서비스, 펀드, 격의, 투자"
36,"거짓, 공개, 접종, 어린이, 제니"
37,"치료, 환자, 세포, 줄기세포, 허가"
38,"청약, 분양, 도박, 문제, 도박중독"
39,"조선일보, 카드, 기상청, 기자, 징계"
40,"모델, 일반, 후각, 배달, 외곽"
41,"하이닉스, 매도, 모건스탠리, 주문, 거래소"
42,"연합뉴스, 지원, 제로, 탄산음료, 뚜레쥬르"
43,"로잔, 대회, 교육, 학습, 운동"
44,"아이폰, 고객, 행사, 출시, 개통"
45,"게임, 슈퍼, 바이브, 배터리, 카카오"
46,"제보, 시민, 사항, 게임, 행정"
47,"블록, 청약, 가구, 인천, 공급"
48,"지역, 기온, 전국, 강원, 예상"
49,"언론, 재단, 기자회견, 행사, 국회"
50,"금리, 인상, 은행, 물가, 이사"
51,"해외, 은행, 국내, 투자, 글로벌"
52,"사업, 위해, 한반도, 백신, 센터"
53,"플랫폼, 영풍, 고려아연, 개인정보, 수집"
54,"방통위, 취업, 기자, 보도, 대표"
55,"대표, 검찰, 민주당, 혐의, 이재명"
56,"지수, 상승, 포인트, 거래, 오른"
57,"비만, 개발, 미국, 교수, 디스크"
58,"기업, 생각, 직원, 해고, 회장"
59,"체인, 블록, 예산, 사업, 비트코인"
60,"북한, 억류, 선교사, 성명, 촉구"
61,"마리, 엑스, 고양이, 후보, 소환"
62,"사고, 경제, 투자, 금리, 증권"
63,"문제, 뷰티, 심사, 스킨, 평가"
64,"위기, 산사태, 경보, 위험, 주의"
65,"피해, 미국, 항만, 지역, 파업"
66,"뇌졸중, 미국, 동맹, 섭취, 시장"
67,"중국, 벤츠, 리콜, 투자, 생산"
68,"소방, 파크, 병원, 테마, 헬기"
69,"주민, 센터, 데이터, 현장, 대표"
70,"포스, 업무, 도마, 에이전트, 기업"
71,"배달, 사업, 우주, 안보, 프랜차이즈"
72,"필리핀, 미사일, 현무, 바다, 폭풍"
73,"발생, 럼피, 스킨, 방역, 농장"
74,"자산, 가상, 은행, 판사, 미국"
75,"체코, 협력, 산업, 장관, 양국"
76,"사업, 정부, 평가, 부동산, 시장"
77,"사실, 피해, 허위, 튜브, 장비"
78,"스포츠, 데카, 트론, 오픈, 인구"
79,"일자리, 기업, 선정, 스튜디오, 라이온하트"
80,"중국, 시설, 기계, 커뮤니티, 아파트"
81,"아이폰, 애플, 프로, 구매, 모델"
82,"네트워크, 데이터, 엔비디아, 제공, 활용"
83,"박물관, 페이크, 전력, 세계, 관련"
84,"월드, 코인, 소리, 사람, 분석"
85,"사업자, 수출, 방송, 주가, 업계"
86,"이스라엘, 공무원, 미국, 팔레스타인, 수현"
87,"명품, 공연, 센터, 로빈슨, 트럼프"
88,"동의, 구글, 위치, 코리아, 정보"
89,"체코, 원전, 두산, 대통령, 스코다"
90,"통신, 사용, 삐삐, 장비, 헤즈볼라"
91,"일본, 중국, 수입, 수산물, 재개"
92,"교육, 미국, 중국, 관련, 배터리"
93,"기술, 한국, 체코, 산업, 현대차"
94,"교육, 국가, 위원회, 내용, 학생"
95,"과장, 국장, 정책, 담당, 기획"
96,"부원장, 감독, 금감원, 국장, 부원"
97,"부산, 행사, 교회, 커피, 교총"
98,"청년, 실업률, 중국, 통계, 금투세"
99,"응급실, 의료, 의원, 연휴, 추석"
100,"발인, 오전, 별세, 장지, 모친상"
