Topic,DetailedWords
1,"대학, 대만, 학과, 네이버, 배꼽"
2,"체불, 임금, 공개, 업주, 명단"
3,"대출, 금리, 민간, 상품, 공무원"
4,"최씨, 중국, 공무원, 가면, 잠수교"
5,"기업, 세종, 판매, 경제, 가격"
6,"수출, 기업, 지원, 해외, 벤처기업"
7,"부산, 라이브, 아프리카, 지역, 커머스"
8,"대표, 애완견, 언론, 의원, 검찰"
9,"가구, 아파트, 대전, 사업, 기능"
10,"원전, 정책, 건설, 일본, 계획"
11,"신장, 담도폐쇄증, 질환, 환자, 지구"
12,"가상, 자산, 거래소, 콘텐츠, 웹툰"
13,"소행성, 탐사, 지구, 예수님, 현대"
14,"대표, 조국, 혁신, 사회, 천도교"
15,"몬트리올, 총장, 학위, 박사, 테크"
16,"하이마트, 롯데, 상품, 사원, 브랜드"
17,"건설, 기업, 엔진, 서비스, 검사"
18,"주가, 상승, 증권, 한화, 전망"
19,"투자, 국내, 최저임금, 스타트업, 응답"
20,"총괄, 이수만, 순방, 엔터테인먼트, 중국"
21,"기업, 산업, 데이터, 기술, 센터"
22,"해저케이블, 전선, 쿠션, 대한, 기피"
23,"피해, 북한, 신고, 발생, 국제"
24,"의료, 진료, 병원, 집단, 환자"
25,"게임, 배틀, 크러쉬, 엔씨소프트, 경기"
26,"한국, 미국, 박세리, 대통령, 주택"
27,"북한, 실장, 중앙, 협력, 대통령"
28,"기술, 분야, 개발, 협력, 치료"
29,"이사회, 의장, 대사, 대만, 개발자"
30,"연주, 이지윤, 작곡가, 한국, 작품"
31,"대출, 금리, 금융, 가계, 은행"
32,"기온, 최고, 서울, 지역, 전국"
33,"총선, 프랑스, 대리점, 대통령, 영업"
34,"러브, 버그, 보툴리눔, 톡신, 폭염"
35,"참전용사, 에덴, 행사, 저축은행, 목사"
36,"지난해, 모델, 전기차, 미국, 판매"
37,"조합, 태그, 개인정보, 지급, 성과급"
38,"중국, 몽골, 주석, 석유, 대통령"
39,"스테이지, 경찰, 주파수, 엑스, 할당"
40,"사비, 의장, 영국, 공연, 스위프트"
41,"러시아, 북한, 푸틴, 협력, 중국"
42,"포로, 치료, 디스플레이, 목사, 면역"
43,"낙태, 총리, 정상, 대통령, 멜로"
44,"인도, 현대차, 법인, 시장, 자동차"
45,"부문, 대표, 프로그램, 파트너, 팝업"
46,"자영, 업자, 폐업, 금리, 단백질"
47,"의료, 병원, 집단, 의사, 시장"
48,"휴전, 하마스, 일본, 철수, 제안"
49,"사랑, 여성, 장애, 사람, 성추행"
50,"유리창, 대법원, 파손, 아파트, 확인"
51,"기후, 독일, 파리, 올림픽, 대응"
52,"증가, 수출, 인질, 전략, 달러"
53,"게임, 매출, 이용자, 일본, 출시"
54,"위원회, 한국, 방안, 근로시간, 수산물"
55,"어린이, 공원, 기자, 물놀이, 개장"
56,"사업, 버추, 아티스트, 뮤직, 지니"
57,"상속세, 주택, 종부세, 개편, 폐지"
58,"제보, 뉴스, 검색, 채널, 추가"
59,"조류인플루엔자, 감염, 인간, 국장, 미국"
60,"지역, 지원, 대책, 확대, 피해"
61,"지원, 일손, 농촌, 농협, 보안"
62,"버스, 서비스, 페스티벌, 무대, 박진영"
63,"국내, 중국, 투자, 자동차, 최근"
64,"미국, 시장, 기술, 엔비디아, 서울"
65,"중국, 필리핀, 현상, 투수, 남중국해"
66,"대통령, 바이든, 트럼프, 대선, 후보"
67,"국회, 위원장, 민주당, 국민, 의원"
68,"우유, 출생, 예산, 혈관종, 어린이"
69,"캐릭터, 공군, 청년, 게임, 팝업"
70,"플루, 광고, 라플레시아, 문제, 적용"
71,"이스라엘, 하마스, 중단, 활동, 지역"
72,"삼겹살, 공무원, 업무, 청문회, 매출"
73,"정부, 의협, 집단, 의대, 의료"
74,"리움, 싸이월드, 비트코인, 스포츠, 개발"
75,"학생, 애머스트, 대학, 알츠하이머병, 피자"
76,"대한, 설명, 내용, 지원, 피해자"
77,"이스라엘군, 중단, 이스라엘, 가자지구, 군사"
78,"선정, 할당, 주파수, 엑스, 취소"
79,"애플, 메타, 휠체어, 데이터, 유럽"
80,"배터리, 인천, 비서실, 시장, 중국"
81,"대통령, 국빈, 우즈베키스탄, 방문, 여사"
82,"공연, 도하, 사업, 장비, 사람"
83,"글로벌, 텔레콤, 행사, 테크, 포럼"
84,"서비스, 롯데, 아파트, 호텔, 음악"
85,"국무총리, 시스템, 에어컨, 장관, 고위"
86,"난자, 영화제, 동물, 영화, 영상"
87,"과일, 물량, 회사, 마트, 배임죄"
88,"주민, 한전, 사업, 원금, 지원"
89,"호주, 방문, 중국, 총리, 대출"
90,"자율, 주행, 기술, 개발, 마트"
91,"정부, 공사, 석유, 출생, 순례"
92,"우크라이나, 러시아, 회의, 평화, 스위스"
93,"피부, 자수, 쿨링, 화장품, 사용"
94,"쿠팡, 공정위, 한국, 과징금, 검색"
95,"통신, 점검, 시설, 복구, 안전"
96,"생산, 태양광, 바이오, 사진, 덴마크"
97,"의대, 대학, 학과, 병원, 서울대"
98,"로봇, 카페, 메뉴, 신라, 기자"
99,"애플, 배터리, 보호, 개발, 기능"
100,"태권도, 문화, 부산, 공연, 수련"
