Topic,DetailedWords
1,"트럼프, 해리스, 후보, 대통령, 대선"
2,"일본, 중국, 영공, 침범, 군용기"
3,"국정원, 정보, 인사, 조정, 관련"
4,"주민, 건설, 청양, 계산, 반대"
5,"타이어, 대회, 선물, 진행, 라운드"
6,"지역, 사업, 산업, 기업, 주력"
7,"감독, 경남, 개혁, 연금, 에릭손"
8,"관광, 크루즈, 일본, 간사장, 고이즈미"
9,"주택, 후분, 사고, 해수욕장, 제도"
10,"폭동, 대통령, 행정, 만찬, 국민"
11,"한미, 투자, 주주, 사이언스, 회장"
12,"활용, 전기, 경진, 촬영, 선정"
13,"매트리스, 피로, 마카오, 훈련, 관련"
14,"가자지구, 영양실조, 영양, 은행, 협상"
15,"척수, 기기, 애플, 출시, 개발"
16,"사업, 디디추싱, 자산, 보잉, 스마트"
17,"독일, 교사, 센터, 배터리, 고교"
18,"유리, 작가, 공예, 우크라이나, 박물관"
19,"유튜브, 뇌출혈, 결과, 비만, 고혈압"
20,"팝업, 스토어, 촬영, 니콘, 상공"
21,"검사, 진단, 감염, 코로나, 병원"
22,"이사, 방통위, 방문진, 임명, 방송"
23,"한미, 위원장, 대통령, 협력, 리드"
24,"공격, 러시아, 트럼프, 대통령, 우크라이나"
25,"의료, 병원, 응급실, 환자, 진료"
26,"기술, 국가, 전략, 분야, 과학기술"
27,"무인기, 북한, 드론, 러시아, 자폭"
28,"교회, 사랑, 목사, 기도, 하나님"
29,"사업, 개발, 기술, 면제, 백신"
30,"태풍, 넷마블, 크리에이터, 기온, 기상청"
31,"사람, 음악, 문제, 한국, 수면"
32,"선명, 위원장, 프로그램, 포드, 저수지"
33,"리비아, 미국, 유전, 뤼이드, 메일"
34,"외교부, 장관, 외교, 소비, 필리핀"
35,"시장, 게임, 방배, 가구, 공급"
36,"노컷뉴스, 세상, 사고, 공개, 배터리"
37,"페이크, 피해, 학교, 사진, 피해자"
38,"중국, 우크라이나, 지역, 택시, 가맹"
39,"의료, 논의, 위원회, 방안, 단식"
40,"건물, 강원, 경기, 전국, 에너지"
41,"브런치, 환경, 경남, 기업, 플로"
42,"미국, 비비고, 제품, 떡볶이, 대두"
43,"와인, 조례, 로봇, 폐지, 발의"
44,"사용, 주식, 보고서, 투자, 규제"
45,"첼로, 교수, 클라우드, 아프리카, 사회"
46,"러시아, 포로, 쿠르스크, 전선, 브리"
47,"운동, 운세, 주가, 목표, 리조트"
48,"안전, 지원, 재난, 제품, 사업"
49,"애플, 아카데미, 간호사, 업무, 간호"
50,"현대차, 투자, 싱가포르, 한국, 금융"
51,"대회, 세트, 온라인, 우승, 챔피언스"
52,"독도, 민주당, 괴담, 대통령실, 야당"
53,"대통령실, 정부, 관계자, 상황, 대책"
54,"게임, 대표, 쿠웨이트, 치료, 국립발레단"
55,"경주, 선수, 경정, 박원규, 공단"
56,"서비스, 제공, 기능, 통해, 검색"
57,"삼성, 회비, 납부, 그룹, 준감위"
58,"정부, 기후, 사업, 모바일, 교육"
59,"와인, 프레데릭, 기자, 영화, 카베르"
60,"핵무기, 미국, 개발, 북한, 이란"
61,"한우, 할인, 행사, 홍수, 장애인"
62,"치료, 부종, 림프, 버노바, 방송"
63,"후보자, 의원, 발언, 장관, 국회"
64,"캐나다, 중국, 관세, 전기차, 중국산"
65,"대회, 경연, 손님, 재단, 한정식"
66,"의대, 증원, 대통령실, 정부, 정원"
67,"미국, 중국, 엔비디아, 금리, 인하"
68,"매각, 에코, 비트, 홀딩스, 시계"
69,"관장, 대해, 주장, 독립기념관, 의원"
70,"공격, 우크라이나, 러시아, 로이터, 스코프"
71,"경남, 대표, 본부, 출생, 연합"
72,"그룹, 기업, 사업, 올해, 영업"
73,"우버, 데이터, 유럽, 미국, 개인정보"
74,"국회, 의원, 회의, 위원회, 만두"
75,"기온, 내일, 폭염, 지역, 공연"
76,"두산, 합병, 정정, 요구, 증권"
77,"로프, 러시아, 프랑스, 텔레그램, 체포"
78,"랜섬, 웨어, 공격, 협회, 보안"
79,"롯데, 여행, 업체, 부산, 행사"
80,"슬래시, 의혹, 재활용, 현수막, 외압"
81,"부산, 르노, 코리아, 부산시, 지역"
82,"위원, 파라다이스, 판매, 심위, 검찰"
83,"랍스터, 인권, 월드, 필립, 콜버트"
84,"혜택, 의원, 할인, 무료, 멤버십"
85,"게임, 다양성, 진행, 계기, 예정"
86,"장비, 공항, 액체, 보안, 기술"
87,"훈련, 공군, 전투기, 휴가, 공중"
88,"학생, 북한, 게임, 혐의, 서울"
89,"호텔, 골프, 하이난, 골프장, 투어"
90,"항공기, 공항, 제주, 오후, 대한항공"
91,"이스라엘, 헤즈볼라, 공격, 이란, 레바논"
92,"미술관, 운영, 문화, 행사, 전시"
93,"콘텐츠, 엔터테인먼트, 스파이어, 크리에이터, 파트너"
94,"지수, 매도, 매수, 지난, 서학"
95,"수단, 모나리자, 수출, 작품, 전시"
96,"포인트, 시장, 독일, 공휴일, 평가"
97,"중국, 문해, 엔비디아, 미국, 피부"
98,"조합원, 건설, 조합, 경영, 달성"
99,"대출, 은행, 금리, 한도, 담대"
100,"작품, 아산, 저림, 메이크업, 사랑"
